Name,State,Latitude,Longitude
bd1ae2933b773191,Australia_SLowRes,-10.5,110.25
e0ce9e811bdbd4be,Australia_SLowRes,-10.5,114.0
801a4e05e588a2c2,Australia_SLowRes,-10.5,117.75
c624008de7f9a40a,Australia_SLowRes,-10.5,121.5
4ddc971024c57e2f,Australia_SLowRes,-10.5,125.25
be7c90b443e0b6ba,Australia_SLowRes,-10.5,129.0
cb374e15280ff9b4,Australia_SLowRes,-10.5,132.75
55e9b8b0c47af88d,Australia_SLowRes,-10.5,136.5
797c0babba988aa3,Australia_SLowRes,-10.5,140.25
43e50e8220189c7b,Australia_SLowRes,-10.5,144.0
79b97256e8403767,Australia_SLowRes,-10.5,147.75
382925450e91418f,Australia_SLowRes,-10.5,151.5
15dd23e65874fb7d,Australia_SLowRes,-14.25,110.25
7f230fce68e76136,Australia_SLowRes,-14.25,114.0
66eb9d4918989d9d,Australia_SLowRes,-14.25,117.75
390343d82163b01d,Australia_SLowRes,-14.25,121.5
d4f0b3082b630bcf,Australia_SLowRes,-14.25,125.25
4679288c13e14de6,Australia_SLowRes,-14.25,129.0
619855537375a3a5,Australia_SLowRes,-14.25,132.75
f504ee180ceca182,Australia_SLowRes,-14.25,136.5
a92244e118277d9f,Australia_SLowRes,-14.25,140.25
30817c6b663e9999,Australia_SLowRes,-14.25,144.0
fa392e3041551a39,Australia_SLowRes,-14.25,147.75
f78cffc45fe90342,Australia_SLowRes,-14.25,151.5
3e59bbc31de6a05a,Australia_SLowRes,-18.0,110.25
db7a5c5a478c7797,Australia_SLowRes,-18.0,114.0
b2e4337fa7c82621,Australia_SLowRes,-18.0,117.75
a0fa81b671597b49,Australia_SLowRes,-18.0,121.5
95eec552ece5ee0b,Australia_SLowRes,-18.0,125.25
73f052ff43e76411,Australia_SLowRes,-18.0,129.0
7a3036190118b9c3,Australia_SLowRes,-18.0,132.75
346a8a8126848d12,Australia_SLowRes,-18.0,136.5
88e8a270d49fc512,Australia_SLowRes,-18.0,140.25
d032eaf2fa5e84a6,Australia_SLowRes,-18.0,144.0
95078bc37c6786c0,Australia_SLowRes,-18.0,147.75
63c00bf377df65ce,Australia_SLowRes,-18.0,151.5
9404bc36992eb425,Australia_SLowRes,-21.75,110.25
28380ca040e192b9,Australia_SLowRes,-21.75,114.0
085910824da4486a,Australia_SLowRes,-21.75,117.75
b4a572dc8d56060d,Australia_SLowRes,-21.75,121.5
54eeb5a75d4aefdb,Australia_SLowRes,-21.75,125.25
a8b49e493c6bd3f2,Australia_SLowRes,-21.75,129.0
dc1d010e2efa5161,Australia_SLowRes,-21.75,132.75
4b399e26773b81a8,Australia_SLowRes,-21.75,136.5
2282ff542b555727,Australia_SLowRes,-21.75,140.25
a2b26d96d2b28ca3,Australia_SLowRes,-21.75,144.0
91c99d7da909a698,Australia_SLowRes,-21.75,147.75
7c9e81594d3927ca,Australia_SLowRes,-21.75,151.5
701bc0eca044d782,Australia_SLowRes,-25.5,110.25
5abe4862cb66d595,Australia_SLowRes,-25.5,114.0
d0dd6169202459b8,Australia_SLowRes,-25.5,117.75
f6ee654f3131b365,Australia_SLowRes,-25.5,121.5
b2fd137a3050c699,Australia_SLowRes,-25.5,125.25
6d7f4f43574fc8dd,Australia_SLowRes,-25.5,129.0
16ea8e71ecb5b1cd,Australia_SLowRes,-25.5,132.75
d1d09639ee6beb7c,Australia_SLowRes,-25.5,136.5
7a4b629d65a7e5a0,Australia_SLowRes,-25.5,140.25
f189d0a772d2c575,Australia_SLowRes,-25.5,144.0
9b8960f501a4cccf,Australia_SLowRes,-25.5,147.75
8b2286ca3ab57e45,Australia_SLowRes,-25.5,151.5
ef7fee006501d00c,Australia_SLowRes,-29.25,110.25
90f57d1ecff2fdf8,Australia_SLowRes,-29.25,114.0
d8751153434990a9,Australia_SLowRes,-29.25,117.75
9881cbf50ad0c280,Australia_SLowRes,-29.25,121.5
681b90fd19696336,Australia_SLowRes,-29.25,125.25
5e46241e916e82cd,Australia_SLowRes,-29.25,129.0
30f304b42358bc9c,Australia_SLowRes,-29.25,132.75
1777b91eddac2bca,Australia_SLowRes,-29.25,136.5
fddbd380e2c4e5c8,Australia_SLowRes,-29.25,140.25
6dd30b0103ba3d87,Australia_SLowRes,-29.25,144.0
de12a9444b1fc9b4,Australia_SLowRes,-29.25,147.75
7a28a41a307b7ff3,Australia_SLowRes,-29.25,151.5
17cda877da287070,Australia_SLowRes,-33.0,110.25
06504ae7910232ed,Australia_SLowRes,-33.0,114.0
20a9d81e8e53d87b,Australia_SLowRes,-33.0,117.75
e1deed07ff458cbf,Australia_SLowRes,-33.0,121.5
0bc79986cb2bacb3,Australia_SLowRes,-33.0,125.25
8844f24668096980,Australia_SLowRes,-33.0,129.0
5a7834d104c013a3,Australia_SLowRes,-33.0,132.75
e713e7ba9a7e8b40,Australia_SLowRes,-33.0,136.5
619a9ac35f776a97,Australia_SLowRes,-33.0,140.25
23b6e676da798727,Australia_SLowRes,-33.0,144.0
2c2c0cce07099f72,Australia_SLowRes,-33.0,147.75
ae6562f641f23d30,Australia_SLowRes,-33.0,151.5
cace8bd53f7a600c,Australia_SLowRes,-36.75,110.25
d89222383e6bc3f4,Australia_SLowRes,-36.75,114.0
ce53e2d1f3ad1244,Australia_SLowRes,-36.75,117.75
67eee6acf62e92d6,Australia_SLowRes,-36.75,121.5
39bb99e6d38a24ba,Australia_SLowRes,-36.75,125.25
8bc7c452767531f0,Australia_SLowRes,-36.75,129.0
207bd87e4678f720,Australia_SLowRes,-36.75,132.75
fd5ee0a72bc0655e,Australia_SLowRes,-36.75,136.5
41b77a3ac31146ac,Australia_SLowRes,-36.75,140.25
a62f0e7665bf057a,Australia_SLowRes,-36.75,144.0
344ab6795f46e378,Australia_SLowRes,-36.75,147.75
d1b03932011bf436,Australia_SLowRes,-36.75,151.5
3e04ed093f06323b,Australia_SLowRes,-40.5,110.25
d1809f4336d37fd5,Australia_SLowRes,-40.5,114.0
d8824f046a8ceff0,Australia_SLowRes,-40.5,117.75
c37d0b0af5c8fe32,Australia_SLowRes,-40.5,121.5
ced039ecb4b06f3d,Australia_SLowRes,-40.5,125.25
2c1ee900b12183f1,Australia_SLowRes,-40.5,129.0
1211ce93a02d7328,Australia_SLowRes,-40.5,132.75
57761407fbd3ed08,Australia_SLowRes,-40.5,136.5
88e51e128ed0aee9,Australia_SLowRes,-40.5,140.25
aa8257f22e23977f,Australia_SLowRes,-40.5,144.0
70847147f6a63e58,Australia_SLowRes,-40.5,147.75
e7fd3773d594565b,Australia_SLowRes,-40.5,151.5
c8f1c1d5a71e9219,Australia_SLowRes,-44.25,110.25
0d7661e34df203f6,Australia_SLowRes,-44.25,114.0
d66300db657aa313,Australia_SLowRes,-44.25,117.75
6c8af0989bdd71ed,Australia_SLowRes,-44.25,121.5
525edcdedcb75a5b,Australia_SLowRes,-44.25,125.25
5d4652aa47a91cf4,Australia_SLowRes,-44.25,129.0
c6631d78a8c91f92,Australia_SLowRes,-44.25,132.75
ee3748e2c73c8b10,Australia_SLowRes,-44.25,136.5
050ac19a5cb2adb7,Australia_SLowRes,-44.25,140.25
f9b65839433b76f3,Australia_SLowRes,-44.25,144.0
f9258c930b5b92f4,Australia_SLowRes,-44.25,147.75
a78ce23f5002a3a6,Australia_SLowRes,-44.25,151.5
