,Utility ID,Name,Plant Code,Nameplate Capacity (MW),Latitude,Longitude
734,60059,ZGlobal Inc,61418,3.0,34.075833,-117.241388
735,61058,"One Ten Partners, LLC",61419,2.0,34.042222,-117.561666
736,60059,ZGlobal Inc,61420,3.0,34.083499,-117.23557
737,60059,ZGlobal Inc,61421,1.5,34.068333,-117.507222
738,17650,Southern Power Co,61445,20.0,34.079167,-117.516666
739,61944,Goldman Sachs Renewable Power Group,61463,25.3,34.085556,-117.233611
740,60991,"Westmont Solar, LLC",61593,1.8,34.072778,-117.503333
741,60991,"Westmont Solar, LLC",61594,2.9,34.083333,-117.516388
742,61210,Stenner Creek Solar LLC,61607,4.5,34.086944,-117.516944
743,61224,"SunE Solano SP Owner, LLC",61619,1.1,34.089167,-117.203333
744,61225,"SunE Corcoran SP Owner, LLC",61620,5.0,34.075278,-117.553611
745,61226,"SunE Wasco SP Owner, LLC",61621,1.5,34.080833,-117.520277
746,61227,Nautilus Solar Solutions,61628,1.1,34.08,-117.2114
747,60059,ZGlobal Inc,61682,1.0,34.131214,-117.425324
748,60059,ZGlobal Inc,61683,1.0,34.131111,-117.421666
749,60059,ZGlobal Inc,61692,3.0,34.094167,-117.274166
750,58970,"Ecoplexus, Inc",61698,1.3,34.48017,-117.257938
