postcode,instals,estimated_dwellings,density,capacity,capunder10,cap10_100,capover100,countunder10,count10_100,countover100,pot_kw,pot_sqm,pot_gwh,Lat_precise,Long_precise
3048,1601,6224,24.5,8821,6920,1901,0,1522,79,0,103531,"662,595",128.6,-37.6562333,144.9364069
3049,816,3851,20.3,4231,3565,666,0,781,35,0,59935,"383,582",73.8,-37.666,144.887
3051,229,2638,7.6,1575,727,848,0,200,29,0,51824,"331,670",64.3,-37.8009,144.953
3052,134,1028,10.2,2001,432,1168,401,105,26,3,39844,"255,000",49.2,-37.7983459,144.960974
3053,142,1666,6.7,1825,380,912,533,112,29,1,36653,"234,576",45.2,-37.798389,144.9694441
3054,367,3081,11.6,1565,1282,283,0,358,9,0,29194,"186,841",36.0,-37.788805,144.9719823
3055,727,4212,16.6,3106,2630,476,0,698,29,0,53971,"345,415",66.5,-37.7723275,144.9495859
3056,1334,9167,13.5,8046,4544,2799,703,1237,95,2,124886,"799,271",154.9,-37.7666099,144.9584302
3057,510,4043,11.7,2430,1756,674,0,473,37,0,45578,"291,701",56.3,-37.769412,144.9804594
3058,2713,14545,17.3,15125,10220,4273,632,2519,192,2,212155,"1,357,792",263.7,-37.7345019,144.9630404
3059,2330,6457,31.8,15077,10954,3943,180,2055,274,1,109825,"702,878",135.5,-37.6454887,144.8841246
3060,829,5630,14.0,4095,3327,768,0,790,39,0,78044,"499,480",96.4,-37.6969273,144.9666905
3061,790,1726,25.0,16131,2292,11762,2077,432,351,7,281606,"1,802,277",357.1,-37.665113,144.955677
3063,78,197,29.9,610,332,278,0,59,19,0,12917,"82,669",15.9,-37.6117964,144.8401227
3064,13683,30502,41.9,85437,69395,13065,2977,12790,889,4,458474,"2,934,232",567.4,-37.594,144.934
3065,285,2519,10.4,1522,905,617,0,263,22,0,38551,"246,723",47.4,-37.7974551,144.9804594
3066,219,1482,12.3,1725,699,1026,0,183,36,0,38942,"249,232",47.9,-37.8009595,144.9873447
3067,232,1919,10.3,1731,779,952,0,197,35,0,42441,"271,621",52.8,-37.8023601,144.9983623
3068,1027,6059,16.2,4589,3639,950,0,984,43,0,69562,"445,196",85.7,-37.7877787,145.0002125
3070,1984,9371,20.4,8646,7357,1289,0,1914,70,0,110085,"704,542",135.8,-37.7736132,144.9997396
3071,1241,7137,16.6,6425,4663,1762,0,1182,59,0,90623,"579,986",112.2,-37.7600493,145.0080039
3072,2261,14073,15.1,12844,8627,3633,584,2126,133,2,231745,"1,483,169",287.7,-37.7363,144.99
3073,3274,25475,12.3,15625,11990,3635,0,3125,149,0,289243,"1,851,154",358.1,-37.694627,145.0118427
3074,1727,7803,19.1,14038,6437,7342,259,1489,237,1,245807,"1,573,163",308.0,-37.6837819,145.0107588
3075,1750,8772,19.2,8630,7407,1223,0,1683,67,0,118416,"757,861",145.9,-37.6650543,145.0107588
3076,3500,14186,23.1,21496,13885,5900,1711,3279,215,6,243880,"1,560,833",301.3,-37.6341341,145.016269
3078,1019,4194,22.5,5662,3882,1780,0,945,74,0,69548,"445,110",86.4,-37.78,145.023
3079,1084,5466,18.0,6437,4297,1841,299,983,100,1,89515,"572,896",110.4,-37.7703,145.0457
3081,916,6499,12.5,6398,2998,2651,749,813,100,3,107650,"688,960",134.5,-37.754,145.045
3082,2512,10897,22.4,12258,10627,1329,302,2445,66,1,162783,"1,041,809",200.7,-37.6649616,145.0658766
3083,2673,11673,21.7,16159,10219,3038,2902,2529,140,4,184131,"1,178,440",227.5,-37.6987006,145.0548502
3084,1896,9898,18.0,9636,7478,1859,299,1779,116,1,137790,"881,858",169.9,-37.7436031,145.0769045
3085,1012,5772,16.8,4733,4028,705,0,970,42,0,75956,"486,117",93.7,-37.714,145.066
3087,687,3975,16.6,3268,2734,534,0,661,26,0,45586,"291,752",56.2,-37.708,145.083
3088,2216,10936,19.4,11226,9193,1567,466,2123,90,3,146327,"936,493",180.6,-37.708,145.115
3089,1208,4488,25.2,6493,5130,1363,0,1129,79,0,68359,"437,494",84.3,-37.6666174,145.1541397
3090,252,857,21.4,1928,944,984,0,183,69,0,22332,"142,924",27.5,-37.670486,145.1099967
3091,235,544,33.1,1738,924,814,0,180,55,0,21693,"138,834",26.7,-37.6404295,145.1320653
3093,322,1511,18.2,2245,1252,993,0,275,47,0,26765,"171,296",33.0,-37.7393287,145.112755
3094,703,3928,17.2,3312,2871,441,0,674,29,0,43007,"275,246",53.0,-37.7196403,145.1237889
3095,2404,9539,23.4,13035,10136,2715,184,2234,169,1,169203,"1,082,897",209.0,-37.715,145.158
3096,205,653,28.6,1020,786,234,0,187,18,0,12669,"81,082",15.6,-37.6683887,145.1872619
3097,214,471,37.2,1374,808,566,0,175,39,0,22153,"141,780",26.0,-37.6980733,145.2756505
3099,596,1894,28.6,3179,2347,832,0,542,54,0,44846,"287,013",57.5,-37.583333,145.2
3101,1269,8202,13.8,7948,5037,2692,219,1131,137,1,130518,"835,313",160.9,-37.8086079,145.0459578
3102,427,2469,16.1,2172,1669,503,0,397,30,0,36154,"231,387",44.6,-37.7922797,145.0548502
3103,906,5929,14.1,4919,3738,1181,0,836,70,0,86330,"552,515",106.4,-37.808889,145.078889
3104,1350,7746,15.8,7902,5948,1954,0,1225,125,0,113613,"727,120",140.1,-37.7941151,145.0879338
3105,774,4318,16.8,3945,3229,716,0,727,47,0,64722,"414,218",80.0,-37.7660476,145.0879338
3106,1517,6400,21.7,8393,6307,1887,199,1390,126,1,105764,"676,892",130.4,-37.7537669,145.1486206
3107,968,5730,16.0,4928,4072,856,0,915,53,0,73015,"467,298",90.0,-37.7641408,145.1099967
3108,1508,7930,18.1,8403,6686,1418,299,1437,70,1,119752,"766,411",147.8,-37.7865824,145.1210303
3109,2029,10321,18.9,11103,9102,1358,643,1952,76,1,149825,"958,880",184.7,-37.7883929,145.1541397
3111,1171,4616,22.7,7085,4579,1889,617,1050,119,2,77452,"495,694",91.2,-37.7901921,145.1872619
3113,949,2958,28.6,5242,3750,1492,0,845,104,0,59403,"380,176",69.9,-37.726,145.216
3114,390,1239,26.6,2432,1583,849,0,329,61,0,31866,"203,944",37.5,-37.7760752,145.2148736
3115,428,1285,28.5,2689,1717,972,0,366,62,0,36971,"236,612",43.5,-37.7347069,145.2590707
3116,1148,4137,26.2,6353,4900,1053,400,1084,63,1,79844,"511,000",94.2,-37.7373267,145.3088196
3121,942,8088,10.6,7082,3107,2195,1780,856,81,5,131063,"838,801",161.8,-37.8296728,145.0126479
3122,704,4483,14.2,4199,2798,1401,0,638,66,0,97978,"627,058",120.7,-37.8297567,145.0438836
3123,554,3765,13.0,3644,2138,1157,349,491,62,1,63526,"406,568",78.3,-37.830327,145.0435616
3124,1216,7688,14.5,6737,4920,1817,0,1118,98,0,123734,"791,900",152.5,-37.8334095,145.0658766
3125,953,5880,15.3,5311,3487,1219,605,897,55,1,86602,"554,252",107.2,-37.854515,145.118974
3126,403,3009,12.0,3369,1608,873,888,360,42,1,49557,"317,164",61.1,-37.8251441,145.0693815
3127,1162,6940,15.8,5620,4744,876,0,1098,64,0,98317,"629,231",121.2,-37.816111,145.11
3128,1056,6344,15.3,6033,3957,2076,0,972,84,0,111118,"711,157",137.5,-37.8181073,145.1238563
3129,1146,7191,15.2,5465,4540,925,0,1090,56,0,91212,"583,756",112.7,-37.8083033,145.125759
3130,2484,13337,17.7,12390,9835,2555,0,2356,128,0,179526,"1,148,968",221.8,-37.8197129,145.1530529
3131,1868,10191,17.1,10255,7189,3066,0,1745,123,0,138989,"889,530",164.3,-37.8370056,145.1840103
3132,1192,7071,15.8,6413,4700,1389,324,1116,75,1,97007,"620,843",114.9,-37.8219905,145.1983055
3133,2275,8881,24.6,11127,9387,1740,0,2187,88,0,137031,"876,996",161.8,-37.838,145.198
3134,2675,13285,18.6,15753,10639,4810,304,2476,197,2,224682,"1,437,963",265.3,-37.8292,145.228
3135,1635,8387,18.5,8587,6508,2079,0,1548,87,0,109042,"697,871",128.4,-37.8193028,145.2439204
3136,3924,20000,18.8,19765,15810,3419,536,3754,168,2,272311,"1,742,791",321.5,-37.794384,145.2815432
3137,1503,6827,20.0,10018,5632,3472,914,1362,139,2,134057,"857,968",159.7,-37.802,145.316
3138,2185,9178,23.0,9977,8875,1102,0,2115,70,0,128600,"823,040",151.5,-37.7822365,145.3309395
3139,1779,5168,31.0,10858,7089,3769,0,1604,175,0,176130,"1,127,235",207.1,-37.8986154,145.6090481
3140,1727,7665,20.9,9730,6871,2859,0,1600,127,0,135056,"864,355",159.6,-37.7643547,145.3475331
3141,332,3284,9.0,1896,1261,635,0,297,35,0,64446,"412,457",79.4,-37.8417659,144.9951571
3142,329,3625,7.0,2710,1248,1462,0,253,76,0,66274,"424,157",81.7,-37.8447415,145.0022549
3143,282,2227,11.2,1701,1073,628,0,250,32,0,42823,"274,065",52.7,-37.857253,145.0190242
3144,471,3395,12.3,3056,1904,1152,0,417,54,0,58149,"372,150",71.7,-37.841944,145.035
3145,1212,8332,13.5,6405,4823,1326,256,1125,86,1,130603,"835,862",160.9,-37.8791959,145.0444397
3146,1415,8478,15.3,7660,5864,1796,0,1293,122,0,118414,"757,849",146.1,-37.8577136,145.0548502
3147,1125,4991,21.3,5629,4586,1043,0,1061,64,0,73706,"471,719",90.9,-37.866944,145.083056
3148,596,3377,17.0,2741,2319,422,0,574,22,0,41750,"267,198",52.4,-37.8819831,145.0989646
3149,2972,10509,26.7,14902,12133,2769,0,2806,166,0,214318,"1,371,636",269.3,-37.8772869,145.1265477
3150,5748,21976,24.7,28823,23909,4659,255,5439,308,1,351639,"2,250,487",414.4,-37.9145,145.169
3151,969,3978,23.5,5450,3669,770,1011,936,32,1,60299,"385,915",75.7,-37.8552869,145.1513801
3152,3523,13383,25.4,18638,15524,2483,631,3404,118,1,200067,"1,280,427",235.9,-37.8688889,145.2411111
3153,2190,8844,21.5,18393,8051,8652,1690,1899,285,6,263117,"1,683,949",315.6,-37.843,145.268
3154,419,1609,24.8,2002,1706,296,0,399,20,0,25337,"162,155",29.8,-37.8534742,145.3198788
3155,2087,10537,19.0,10398,8105,1971,322,2005,81,1,141819,"907,641",167.7,-37.8610682,145.2867055
3156,4094,15127,25.7,22088,16608,4021,1459,3884,208,2,242146,"1,549,733",285.6,-37.8826855,145.2776105
3158,542,2571,20.2,2709,2251,458,0,520,22,0,32663,"209,045",38.5,-37.9039829,145.3309395
3159,230,979,22.1,1100,937,163,0,216,14,0,18245,"116,770",21.4,-37.931,145.398
3160,767,3555,20.3,3979,3118,861,0,722,45,0,53845,"344,605",63.3,-37.912067,145.3558
3161,549,5019,9.1,3812,2343,1469,0,455,94,0,74246,"475,175",91.5,-37.874538,145.0245296
3162,901,6661,12.3,5085,3802,1283,0,821,80,0,86187,"551,597",106.2,-37.884,145.0266
3163,1475,11679,12.1,7031,5797,1234,0,1410,65,0,127022,"812,944",156.7,-37.896,145.036
3165,1821,9403,18.5,9323,7634,1459,230,1740,80,1,149182,"954,763",187.6,-37.9174873,145.0658766
3166,1434,9975,13.2,8822,5545,2642,635,1317,116,1,152947,"978,862",193.5,-37.8966159,145.0832264
3167,770,3906,18.6,4551,3177,1374,0,727,43,0,84410,"540,226",107.4,-37.9193474,145.0989646
3168,846,7773,9.4,10638,2985,3585,4068,727,115,4,184416,"1,180,260",233.4,-37.9211962,145.1320653
3169,1517,8328,17.0,9557,6241,2456,860,1418,98,1,165047,"1,056,302",210.1,-37.941,145.103
3170,1848,7848,22.1,11714,7762,3345,607,1737,108,3,169958,"1,087,733",214.3,-37.9267579,145.1762197
3171,1792,7712,21.5,12052,7101,3313,1638,1659,129,4,152140,"973,697",192.7,-37.9348302,145.1689511
3172,2127,8752,23.3,11353,9254,2099,0,2037,90,0,133685,"855,583",168.6,-37.9757588,145.1226002
3173,3684,10572,33.0,22083,16455,4827,801,3492,189,3,208362,"1,333,519",264.2,-38.0042683,145.1706992
3174,2808,15162,17.9,15036,11736,2300,1000,2717,88,3,194265,"1,243,294",243.9,-37.9650097,145.1733926
3175,4231,22325,15.8,50842,15614,25799,9429,3521,693,17,864959,"5,535,737",1106.0,-38.0453436,145.1702424
3177,892,5042,17.2,4136,3636,500,0,869,23,0,58445,"374,049",69.2,-37.9876769,145.2394075
3178,4173,11605,34.6,20700,16912,3091,697,4017,155,1,221104,"1,415,068",261.5,-37.9210442,145.2424941
3179,666,2224,27.7,5368,2632,1963,773,616,48,2,75510,"483,262",89.1,-37.9042587,145.220397
3180,926,3260,26.3,5515,3487,2028,0,857,69,0,94426,"604,325",113.1,-37.8887649,145.250782
3181,414,4311,8.9,2226,1533,693,0,382,32,0,67683,"433,172",83.4,-37.852,144.998
3182,411,3304,11.1,2517,1450,895,172,368,42,1,61591,"394,184",75.9,-37.864,144.982
3183,485,3143,14.4,2403,1790,613,0,454,31,0,55558,"355,574",68.5,-37.873,144.993
3184,486,2306,20.1,2177,1883,294,0,464,22,0,43814,"280,408",54.0,-37.8765417,144.9923384
3185,563,3565,14.6,2848,2215,633,0,521,42,0,59338,"379,764",73.1,-37.8849536,145.0059691
3186,1240,9063,11.9,7847,5015,2832,0,1076,164,0,132398,"847,346",163.2,-37.9044002,144.9997396
3187,1145,6639,16.1,6046,4407,1639,0,1066,79,0,83916,"537,060",105.4,-37.9179439,145.0190242
3188,1132,6953,15.1,5827,4656,1171,0,1049,83,0,85243,"545,553",107.0,-37.937,145.009
3189,627,2290,23.0,5089,2268,2821,0,527,100,0,127292,"814,670",163.6,-37.9403568,145.0576067
3190,619,4722,12.1,3371,2524,847,0,573,46,0,64223,"411,028",81.0,-37.9487497,145.0410692
3191,691,3716,16.9,3952,2905,1047,0,628,63,0,54565,"349,218",68.5,-37.9533967,145.0135139
3192,1633,8583,17.2,10786,6528,3806,452,1479,152,2,188769,"1,208,121",238.8,-37.964155,145.0658766
3193,1476,7930,17.0,8417,6555,1862,0,1347,129,0,105399,"674,551",132.3,-37.983,145.0434
3194,779,6396,11.2,6051,3243,1609,1199,718,59,2,104870,"671,170",132.2,-37.9812276,145.0647654
3195,3323,12963,23.2,23823,13592,9245,986,3002,317,4,317830,"2,034,115",404.7,-38.025,145.104
3196,2184,8629,24.2,10403,8577,1826,0,2090,94,0,131556,"841,958",165.2,-38.062,145.12
3197,1223,5380,21.8,5355,4517,838,0,1173,50,0,60576,"387,689",76.1,-38.076,145.122
3198,1708,9296,17.2,8671,6124,2385,162,1599,108,1,130887,"837,676",161.9,-38.1101715,145.1469057
3199,4944,26681,17.6,27134,19311,4634,3189,4692,248,4,346419,"2,217,080",424.4,-38.1466246,145.135722
3200,418,2712,15.1,1697,1546,151,0,409,9,0,28073,"179,667",34.4,-38.1250223,145.162419
3201,2625,9402,25.8,16368,10053,6315,0,2423,202,0,178075,"1,139,679",226.4,-38.0975353,145.1706992
3202,230,961,21.6,1896,919,977,0,208,22,0,37618,"240,754",47.1,-37.9529597,145.0879338
3204,1888,10808,16.4,9979,7852,2127,0,1775,113,0,146030,"934,591",183.3,-37.9224386,145.0410079
3205,277,2867,8.5,2194,948,1012,234,243,33,1,51453,"329,299",63.5,-37.8338889,144.963937
3206,393,3873,9.6,1830,1435,395,0,373,20,0,46072,"294,859",56.8,-37.8438609,144.9514536
3207,467,4275,9.0,5250,1549,3049,652,383,82,2,164446,"1,052,456",205.0,-37.8366289,144.919805
3211,245,507,41.2,1653,927,726,0,209,36,0,26116,"167,141",33.6,-37.9368044,144.4561033
3212,2331,7155,31.0,12553,9861,2060,632,2218,110,3,181305,"1,160,355",234.4,-38.0569,144.423
3213,537,1385,32.9,3893,2534,1359,0,455,82,0,62087,"397,356",79.9,-37.9167,144.25
3214,2306,11530,19.5,12008,7969,2351,1688,2246,58,2,222049,"1,421,113",281.2,-38.0741368,144.358638
3215,1889,9866,17.9,11202,7179,4023,0,1763,126,0,208446,"1,334,055",263.8,-38.11,144.338
3216,6111,27545,21.2,38095,24178,5816,8101,5845,264,2,370115,"2,368,737",463.7,-38.173,144.341
3217,1604,4600,32.5,10572,8464,1958,150,1497,106,1,62120,"397,569",78.0,-38.2373,144.374
3218,1118,5628,18.8,6002,4466,1536,0,1057,61,0,90871,"581,573",113.7,-38.1348,144.291
3219,2073,11090,18.0,9826,7368,2259,199,1996,76,1,151229,"967,867",190.3,-38.182,144.375
3220,1385,8378,14.5,11018,5182,5186,650,1216,168,1,168508,"1,078,452",212.2,-38.1540975,144.3442725
3222,2600,7452,32.9,14226,11216,3010,0,2452,148,0,40165,"257,058",50.2,-38.1515545,144.5738608
3223,1685,6798,23.8,8297,7127,1170,0,1620,65,0,100625,"644,000",129.6,-38.1322,144.62
3224,1857,7802,22.5,9904,7509,2195,200,1756,100,1,156181,"999,561",197.1,-38.1944438,144.4670924
3225,1033,3554,27.7,5084,4144,940,0,983,50,0,56669,"362,684",70.9,-38.283333,144.6
3226,2509,8876,27.2,12131,10179,1952,0,2411,98,0,1171,"7,494",1.5,-38.2573292,144.5382417
3227,923,2933,29.3,7848,3865,936,3047,860,61,2,13990,"89,534",17.6,-38.2739835,144.4862111
3228,3042,10925,25.8,17885,13154,3952,779,2815,225,2,151419,"969,084",189.8,-38.333333,144.266667
3230,698,2918,22.3,3695,2813,882,0,652,46,0,1160,"7,424",1.5,-38.3850062,144.1501922
3231,417,2016,19.5,2126,1817,309,0,393,24,0,13949,"89,276",17.5,-38.461511,144.1057661
3232,167,1823,8.3,960,639,321,0,151,16,0,1092,"6,986",1.3,-38.4803,144.005
3233,423,2445,15.8,2571,1778,793,0,386,37,0,7328,"46,898",8.7,-38.7551525,143.6675853
3234,52,997,4.7,354,261,93,0,47,5,0,2213,"14,164",2.6,-38.6806,143.835
3235,98,238,37.8,558,436,122,0,90,8,0,7677,"49,135",9.6,-38.4865203,143.9130375
3236,58,147,38.1,251,231,20,0,56,2,0,4277,"27,371",5.1,-38.516667,143.716667
3237,43,188,17.6,402,153,249,0,33,10,0,7682,"49,162",9.1,-38.6922736,143.5659848
