postcode,instals,estimated_dwellings,density,capacity,capunder10,cap10_100,capover100,countunder10,count10_100,countover100,pot_kw,pot_sqm,pot_gwh,Lat_precise,Long_precise
5495,234,492,45.3,10130,1051,147,8932,223,10,1,13505,"86,434",18.8,-32.8989385,138.0162487
5501,2531,3329,63.0,17976,10034,7942,0,2098,433,0,181124,"1,159,191",251.6,-34.2851831,138.3729362
5502,426,635,61.7,2567,1679,888,0,392,34,0,38815,"248,414",53.9,-34.500496,138.623853
5510,34,63,50.8,147,120,27,0,32,2,0,3653,"23,382",5.1,-33.936977,138.1399232
5520,153,341,41.6,762,582,180,0,142,11,0,20989,"134,330",29.1,-33.8273861,138.1391471
5521,42,93,44.1,179,165,14,0,41,1,0,4854,"31,064",6.7,-33.5267674,138.2194523
5522,643,1387,43.9,3075,2452,623,0,609,34,0,28315,"181,214",39.4,-33.5546537,137.9429838
5523,457,958,45.5,2409,1942,357,110,436,20,1,42147,"269,741",58.6,-33.213,138.21
5540,3522,7835,41.8,35308,14195,4464,16649,3275,242,5,173256,"1,108,837",241.5,-33.1932598,138.0608208
5550,229,491,37.3,22806,814,1978,20014,183,38,8,41857,"267,883",58.4,-34.1073212,138.1893045
5552,80,177,40.7,469,368,101,0,72,8,0,18432,"117,966",25.6,-34.1131963,137.9017663
5554,1296,2527,46.2,19964,5440,2373,12151,1167,126,3,80018,"512,116",111.5,-34.0585662,137.639374
5555,176,257,68.1,736,726,10,0,175,1,0,17070,"109,246",23.7,-33.8100158,137.8442734
5556,1570,3135,47.1,8013,6388,1475,150,1477,92,1,60510,"387,266",84.2,-33.9017153,137.6332155
5558,2018,3571,53.3,9888,8012,1726,150,1903,114,1,79243,"507,154",110.4,-34.1509645,137.6677422
5560,145,219,61.2,801,600,201,0,134,11,0,14754,"94,426",20.5,-33.8503799,137.9966935
5570,257,544,45.2,1111,914,197,0,246,11,0,13985,"89,507",19.4,-34.2217598,138.0211023
5571,747,1607,44.1,3425,2812,613,0,709,38,0,45021,"288,135",62.5,-34.4191074,137.9178012
5572,48,72,62.5,231,189,42,0,45,3,0,6299,"40,311",8.7,-34.2284298,137.7834888
5573,772,1527,46.3,4011,2973,1038,0,707,65,0,63248,"404,788",87.9,-34.3217299,137.4979366
5575,1153,2331,47.2,5055,4261,794,0,1100,53,0,65992,"422,348",86.0,-34.7476075,137.486283
5576,351,648,50.5,1701,1317,384,0,327,24,0,25045,"160,290",32.7,-35.1031323,137.6124634
5577,200,731,26.0,1056,834,222,0,190,10,0,20211,"129,350",26.4,-34.9119,137.176
5580,127,409,30.3,608,564,44,0,124,3,0,13301,"85,129",18.7,-34.6974372,137.7107766
5581,327,897,34.8,1481,1224,257,0,312,15,0,14401,"92,167",20.3,-34.7814149,137.8547712
5582,308,552,52.9,1458,1111,347,0,292,16,0,13185,"84,386",18.6,-35.0222265,137.7618344
5583,435,973,41.8,2128,1561,567,0,407,28,0,22480,"143,870",29.3,-35.0422027,137.7283184
5600,1839,2890,59.2,12048,7168,2760,2120,1712,126,1,66750,"427,197",90.4,-32.9969473,137.1584377
5601,83,457,16.8,6379,347,70,5962,77,5,1,27832,"178,127",38.8,-32.9134,137.785
5602,424,1132,34.2,2365,1690,675,0,387,37,0,32476,"207,849",43.8,-33.683333,136.916667
5603,137,329,38.0,774,522,252,0,125,12,0,14623,"93,586",19.7,-33.9093366,136.5689944
5604,77,233,32.2,346,322,24,0,75,2,0,6496,"41,576",8.8,-34.0614409,136.3049196
5605,557,1076,49.2,2662,2193,469,0,529,28,0,34014,"217,690",46.0,-34.0776519,136.1674289
5606,2726,6823,36.8,16932,11360,4993,579,2511,212,3,149682,"957,964",203.0,-34.7207199,135.87936
5607,1321,2957,41.4,7383,5882,1501,0,1224,97,0,117224,"750,233",158.2,-34.684411,135.8232277
5608,2380,6945,32.4,12398,9603,2795,0,2249,131,0,110858,"709,490",154.5,-33.0338,137.532
5609,360,1082,29.9,2032,1561,471,0,324,36,0,16193,"103,636",22.5,-33.1449,137.443
5630,28,83,30.1,147,111,36,0,25,3,0,4621,"29,572",6.2,-34.417,135.657
5631,301,460,58.7,2124,1277,631,216,270,30,1,27922,"178,698",37.7,-34.2589264,135.9259451
5632,50,105,46.7,259,246,13,0,49,1,0,10466,"66,979",14.1,-34.1324737,135.493599
5633,57,162,30.9,460,238,222,0,50,7,0,14328,"91,698",19.3,-33.5624688,135.9762057
5640,306,590,47.1,1841,1318,523,0,278,28,0,25590,"163,778",34.6,-33.5457209,136.4083243
5641,260,574,40.6,1750,1089,661,0,233,27,0,38400,"245,760",51.8,-33.1747084,136.7048377
5642,52,136,36.0,296,235,61,0,49,3,0,16979,"108,666",22.9,-33.4666858,136.1950303
5650,27,143,18.2,138,123,15,0,26,1,0,10706,"68,517",14.4,-33.2662537,135.9467527
5652,164,376,35.1,1645,653,549,443,132,30,2,19576,"125,286",26.4,-33.0665995,135.4121561
5654,59,158,35.4,266,215,51,0,56,3,0,12082,"77,328",9.1,-33.2554147,135.2514092
5661,26,75,30.7,183,115,68,0,23,3,0,5307,"33,964",4.0,-32.3286262,134.7367896
5670,139,324,36.7,955,609,346,0,119,20,0,13549,"86,712",18.3,-33.6507374,135.0282363
5671,50,207,20.3,301,200,101,0,42,8,0,8040,"51,453",6.1,-33.1474827,134.3632308
5680,705,2225,28.6,7639,2982,1273,3384,636,68,1,46553,"297,937",35.2,-32.3336067,134.201074
5690,708,2048,31.2,4641,3036,1605,0,639,69,0,67193,"430,037",50.9,-31.8450303,132.6574568
5700,2402,5670,38.8,264291,9736,4315,250240,2202,195,5,127611,"816,707",197.0,-32.6903,137.755
5710,693,911,70.0,3743,2859,884,0,638,55,0,23190,"148,417",35.8,-30.6124774,130.4157831
5720,11,257,1.9,117,16,101,0,5,6,0,18754,"120,024",29.1,-31.1176,136.978
5722,21,754,2.4,192,85,107,0,18,3,0,10778,"68,981",16.7,-30.4536036,137.1648204
5723,64,1338,2.8,2293,247,1046,1000,38,25,1,25472,"163,021",40.1,-27.6761,135.606
5724,6,331,1.8,29,29,0,0,6,0,0,1928,"12,338",3.1,-27.2997441,133.6224253
5725,310,1841,15.2,2522,1981,541,0,279,31,0,49213,"314,963",76.5,-30.4405176,136.872751
5730,22,82,20.7,139,75,64,0,17,5,0,4496,"28,776",6.9,-31.1121,138.55
5731,57,327,5.5,2218,111,1928,179,18,38,1,15320,"98,048",24.5,-28.8706,140.726
5732,74,148,43.9,445,212,233,0,65,9,0,7801,"49,924",12.0,-30.6582,138.856
5733,21,179,5.0,252,31,221,0,9,12,0,5254,"33,625",8.4,-26.3211,138.972
5734,6,136,0.7,123,10,113,0,1,5,0,3070,"19,648",4.9,-26.1293,134.85
