Wavelength,EQE
354, 0.2938460768720185
355, 0.2964332893331583
356, 0.2990221239316536
357, 0.3013406452132319
358, 0.30322208617534935
359, 0.3053991654689565
360, 0.3073682443722333
361, 0.30797911682909196
362, 0.3078941796228565
363, 0.3072649960743959
364, 0.3067460557150082
365, 0.306141298534818
366, 0.3055282732853838
367, 0.3052222126467042
368, 0.3050122642812621
369, 0.304728959562625
370, 0.3040735836641311
371, 0.30312863908257004
372, 0.3023525347366283
373, 0.3016271766514903
374, 0.3004271202489574
375, 0.29904605185839633
376, 0.2981106505919748
377, 0.2973225168960427
378, 0.29591698961457485
379, 0.2946579704904211
380, 0.29388301036039494
381, 0.29271764623933844
382, 0.29123408149612245
383, 0.2899381041816943
384, 0.28845015341510866
385, 0.28682923272755767
386, 0.2855918275741177
387, 0.2841984481985937
388, 0.2826369740570424
389, 0.28108815828530775
390, 0.2797786600882028
391, 0.2786934434536412
392, 0.2775531060077556
393, 0.2765215239348684
394, 0.2756467071655541
395, 0.27480990339312655
396, 0.27359387912126426
397, 0.27234077068820856
398, 0.2713705555915622
399, 0.2702914101011147
400, 0.26950069427430634
401, 0.26922511497575247
402, 0.2691998572150082
403, 0.26911562608673323
404, 0.2689148218512915
405, 0.2687847503586686
406, 0.2686728722073697
407, 0.268469182289656
408, 0.26830895873615784
409, 0.2681606530980931
410, 0.26839876316402633
411, 0.26935677895266436
412, 0.27063810404589816
413, 0.27185615808310415
414, 0.2732645643552068
415, 0.27500127742493147
416, 0.27661415617971813
417, 0.27784087723756423
418, 0.27911641867678444
419, 0.2806664409578998
420, 0.28246709397351466
421, 0.28449058678471384
422, 0.2866377458435422
423, 0.2895840445646537
424, 0.2928846096914014
425, 0.29516647110152494
426, 0.2975642874668721
427, 0.30031626439048026
428, 0.3028238424985954
429, 0.3057240238332257
430, 0.3091399794318833
431, 0.31238302862755035
432, 0.3155839788129986
433, 0.31905487441418023
434, 0.3226700309596455
435, 0.32605640654684054
436, 0.3299539029174871
437, 0.33333785387062875
438, 0.3364937517445051
439, 0.3402994884392889
440, 0.3440019560013536
441, 0.34796919247111574
442, 0.3519264864358185
443, 0.3558747145256737
444, 0.3597532715184916
445, 0.363718189891539
446, 0.3678307577945416
447, 0.3721513175393223
448, 0.37611424714635605
449, 0.37976507108347746
450, 0.3836696905884503
451, 0.387348823749842
452, 0.39111323997558173
453, 0.39551663694294525
454, 0.3998414786405764
455, 0.4037010001813413
456, 0.4074559222578584
457, 0.4108675502049605
458, 0.4141499380532449
459, 0.41835824944482713
460, 0.42289460534618806
461, 0.42637619455317927
462, 0.4292115024538476
463, 0.4327185757403253
464, 0.436376130722285
465, 0.43961093608387225
466, 0.4436071327951662
467, 0.44743025957793037
468, 0.4507908428301337
469, 0.4546105616271141
470, 0.45753967826438474
471, 0.4606457201147015
472, 0.463648494316365
473, 0.46635769608973715
474, 0.4691210126205814
475, 0.47140756481822976
476, 0.4720275304195107
477, 0.47465374479338274
478, 0.4789111275339574
479, 0.481989646498772
480, 0.48391621133315543
481, 0.48601313995905204
482, 0.48774473354634185
483, 0.48956775299175553
484, 0.4914547670021823
485, 0.49385866514362864
486, 0.49580449930216364
487, 0.4971509874281513
488, 0.4992648763523267
489, 0.5013409167541869
490, 0.5030646952393607
491, 0.5040730150183248
492, 0.5045829795778656
493, 0.5058735668802351
494, 0.5071995404068321
495, 0.5080618120045175
496, 0.5093083634597686
497, 0.5107162722742801
498, 0.5117290878829952
499, 0.5124257255206008
500, 0.5132541812174647
501, 0.5139976628561433
502, 0.514214840512277
503, 0.5141824920035305
504, 0.514238639213103
505, 0.5144368536767332
506, 0.5145647845043597
507, 0.5146382826750582
508, 0.5148350594945443
509, 0.5150937088792754
510.00000000000006, 0.5153328488346468
511, 0.5153907651315994
512, 0.5152636240691517
513, 0.5153023226659692
514, 0.5152867267522138
515, 0.5150592900227953
516, 0.5149973188260959
517, 0.5150029049470523
518, 0.5150058593161089
519, 0.5149818947663334
520, 0.5147890341274484
521, 0.5144717712856741
522, 0.5142599832207575
523, 0.5142033508277268
524, 0.5141161805681546
525, 0.5135968198548124
526, 0.5128420513222318
527, 0.512341139150406
528, 0.5122239292159334
529, 0.5121207938526099
530, 0.5119287099563322
531, 0.5114501161552798
532, 0.5104621219685701
533, 0.5095840397581897
534, 0.5087964923714634
535, 0.5080195464138679
536, 0.5077545344679792
537, 0.5074443284601968
538, 0.5066649751745704
539, 0.5057814282560551
540, 0.5048557696252595
541, 0.5040828941840438
542, 0.5034085553078864
543, 0.5024882673302211
544, 0.5014894819408666
545, 0.5004912787227203
546, 0.49951730124157834
547, 0.4986115800131533
548, 0.49778362606731513
549, 0.49673504534267054
550, 0.49586892109979225
551, 0.495031821624001
552, 0.49361625933879777
553, 0.4924580891919342
554, 0.49129564042124346
555, 0.4901237119279592
556, 0.4888982584180851
557, 0.487822462173465
558, 0.4868450100284756
559, 0.4856924724262674
560, 0.4847677161978287
561, 0.48381066429147546
562, 0.48285463293078473
563, 0.481902576648136
564, 0.4808605352130284
565, 0.47996514518645317
566, 0.4791957747429882
567, 0.478466312807117
568, 0.47748588607165543
569, 0.47629943525357576
570, 0.4753992180658902
571, 0.47480075067355826
572, 0.474233440699064
573, 0.4731616599829133
574, 0.4719179413716688
575, 0.4713139074283898
576, 0.47092342604678056
577, 0.4704020180590134
578, 0.4697209874808996
579, 0.4687537618432299
580, 0.46774877944729276
581, 0.4658322955413739
582, 0.4627345095082005
583, 0.45972445083734526
584, 0.45681436071553644
585, 0.4542638602175387
586, 0.4514895586596764
587, 0.44823585447804226
588, 0.44529020203917075
589, 0.4417504100171586
590, 0.4379376134934505
591, 0.43317417167301064
592, 0.427247853195985
593, 0.42083583440332883
594, 0.41422082724093023
595, 0.40711058904384734
596, 0.40036224197556375
597, 0.3939022395714541
598, 0.38637615038716705
599, 0.37913573571582276
600, 0.3698624893873598
601, 0.3595419364076492
602, 0.34856210393303183
603, 0.3360424309678803
604, 0.3249842020968409
605, 0.313259585299468
606, 0.30005771736690773
607, 0.29022381975548467
608, 0.2780387137701809
609, 0.26344287568480496
610, 0.25159579951696354
611, 0.23912989273766028
612, 0.22634497817242405
613, 0.21300867669563772
614, 0.19992541154107013
615, 0.18955067939260817
616, 0.17721449854568516
617, 0.1642870239459444
618, 0.15147738289206514
619, 0.13845548555085307
620, 0.127183080672161
621, 0.11821436285447506
622, 0.10957290293957922
623, 0.10252691329700137
624, 0.09617346237568736
625, 0.08759519891954892
626, 0.07996591285949572
627, 0.07244562212135552
628, 0.06396900742133749
629, 0.05765970447339197
630, 0.051910286350451695
631, 0.0457847854485216
632, 0.041563102348883274
633, 0.038316664877960926
634, 0.03487760385033156
635, 0.031526700374283734
636, 0.028511767422553125
637, 0.02510202120437688
638, 0.021407524227328834
639, 0.018255215103718525
640, 0.015811655155351434
641, 0.013616458057782221
642, 0.012569472020025452
643, 0.011882233901995054
644, 0.010212322733678891
645, 0.00880720208466379
646, 0.008050775204803684
647, 0.005891504392451119
648, 0.0037575807442716824
649, 0.0025892506322364728
650, 0.001782522976977119
651, 0.0012703743597213268
652, 0.0008704127964588304
653, 0.0007822448690618655
654, 0.0009201624650585494
655, 0.0015984970313633884
656, 0.002313599504682795
657, 0.0024261467269941495
658, 0.0024202928807287583
659, 0.0024227070502821357
660, 0.0024188885695843876
661, 0.00245898022904556
662, 0.0032262945155584477
663, 0.0030735451531276325
664, 0.0028688581327328544
665, 0.0026256996203738447
666, 0.002357535782050668
667, 0.002077832783763278
668, 0.0018000567915116283
669, 0.0015376739712956722
670, 0.0013041504891153632
671, 0.001112952510970655
672, 0.0011025461711585693
673, 0.0008753074935233807
674, 0.0010051316955601575
675, 0.0011342020805309438
676, 0.0009285659988437223
677, 0.0008951136589531172
678, 0.0010431255664790084
679, 0.0010883350895437571
680, 0.0011061210570444402
681, 0.0011256504528318612
682, 0.0011456980729414035
683, 0.0011650387134082285
684, 0.0011824471702677197
685, 0.0011966982395549275
686, 0.0012065667173052352
687, 0.0012108273995538044
688, 0.0009367494136922616
689, 0.0008077509863481103
690, 0.0008782722153379829
691, 0.0008444420901958516
692, 0.0008018712854440668
693, 0.0008094410656626083
