Wavelength,EQE
310, 0.22447052984665417
315, 0.3379579041002212
320, 0.42774437973821733
325, 0.5033901965003497
330, 0.5687858854633836
335, 0.6048717085009909
340, 0.6209118540819174
345, 0.6130209586617716
350, 0.5960514172535629
355, 0.5812172679272962
360, 0.5753929309673245
365, 0.5677487245293142
370, 0.5506808233109618
375, 0.5335251484727749
380, 0.5232780732159773
385, 0.5113729321292384
390, 0.5009602391473074
395, 0.5030394566035858
400, 0.5092185718889909
405, 0.5250132667569872
410, 0.5494784108811303
415, 0.5716075726012424
420, 0.5861305449710565
425, 0.6063756341448245
430, 0.6330360848440523
435, 0.6524114591144394
440, 0.6631757990401421
445, 0.6750792289869341
450, 0.6877336224821817
455, 0.6919356392777923
460, 0.6947329710900811
465, 0.7039348833617625
470, 0.714209626190454
475, 0.7194277450745253
480, 0.7229021782762044
485, 0.7312910276579633
490, 0.7410325026748593
495, 0.745910671984272
500, 0.7491271030866216
505, 0.7566532599786763
510, 0.7657395302477761
515, 0.7722376269342057
520, 0.7765769043635301
525, 0.7830137195839812
530, 0.7874642076122815
535, 0.7853775448842566
540, 0.784457099995568
545, 0.7862288314127109
550, 0.7878216625457038
555, 0.7914609146838886
560, 0.7951377057060043
565, 0.7918212245943177
570, 0.7846128523658671
575, 0.779329625284147
580, 0.777669942978419
585, 0.777267182294599
590, 0.7723054674891751
595, 0.7668943255748345
600, 0.7657928962577553
605, 0.7634170481088837
610, 0.7561455220207534
615, 0.7492078244853893
620, 0.7462937811439043
625, 0.7413995247834408
630, 0.7303434903316917
635, 0.7203555708831717
640, 0.7169584618751341
645, 0.7166818988393322
650, 0.7142783655529237
655, 0.7135239891666888
660, 0.7152540073376413
665, 0.7238500551968123
670, 0.735454009814011
675, 0.7457682287978504
680, 0.7523901972020366
685, 0.755392320483854
690, 0.754524512164346
695, 0.7482841542646036
700, 0.7449635890617445
705, 0.7521258782879624
710, 0.757095252967908
715, 0.7534877566416042
720, 0.7514040370461261
725, 0.7544487733288215
730, 0.754163168114394
735, 0.7500988159331765
740, 0.7487188096829348
745, 0.7466364422123055
750, 0.7383417929039897
755, 0.7297156451804641
760, 0.7270138167516851
765, 0.7253349967095313
770, 0.7227280492900753
775, 0.7247944323794862
780, 0.7280485263116467
785, 0.7280029843744331
790, 0.7209864699164656
795, 0.7094676867275724
800, 0.703502104875642
805, 0.7004129538052475
810, 0.6904198374061465
815, 0.6766952408387308
820, 0.6665299140833147
825, 0.6498716433439555
830, 0.6245772827224974
835, 0.6067479684136505
840, 0.5979089624017233
845, 0.5830268026511592
850, 0.5519374335111604
855, 0.5169880133667939
860, 0.49129253876378154
865, 0.45959944614212167
870, 0.41659028399459674
875, 0.3742501240632974
880, 0.34333521891211594
885, 0.3100153352671615
890, 0.26437603379116625
895, 0.22452374886614646
900, 0.19973695403957892
905, 0.17735987243863116
910, 0.14344324144728415
915, 0.11163949192639211
920, 0.0942459866629013
925, 0.08155207733921654
930, 0.061698067961244996
935, 0.04578171299338929
940, 0.0394346687856344
945, 0.034572332345224055
