Date,Hour,Interval,Wind Curtailment,Solar Curtailment
16/04/2020,16,3,118,2777
16/04/2020,16,4,97,2509
16/04/2020,16,5,46,2346
16/04/2020,16,6,50,2282
16/04/2020,16,7,137,2472
16/04/2020,16,8,130,2424
16/04/2020,16,9,121,2387
16/04/2020,16,10,64,2369
16/04/2020,16,11,45,2327
16/04/2020,16,12,46,2347
16/04/2020,17,1,146,2628
16/04/2020,17,2,140,2692
16/04/2020,17,3,141,2764
16/04/2020,17,4,205,2596
16/04/2020,17,5,61,2420
16/04/2020,17,6,44,2116
16/04/2020,17,7,44,1909
16/04/2020,17,8,52,1848
16/04/2020,17,9,48,1593
16/04/2020,17,10,37,1400
16/04/2020,17,11,16,1276
16/04/2020,17,12,8,1360
16/04/2020,18,1,27,2051
16/04/2020,18,2,15,1810
16/04/2020,18,3,20,1607
16/04/2020,18,4,22,1327
16/04/2020,18,5,12,1078
16/04/2020,18,6,,577
16/04/2020,18,7,,148
16/04/2020,18,8,,8
16/04/2020,18,9,,7
16/04/2020,18,10,,5
16/04/2020,18,12,,4
16/04/2020,24,2,5,
16/04/2020,24,3,9,
17/04/2020,1,7,6,
17/04/2020,1,8,3,
17/04/2020,1,9,1,
17/04/2020,7,10,,9
17/04/2020,8,11,11,71
17/04/2020,8,12,9,150
17/04/2020,9,1,,15
17/04/2020,9,2,,8
17/04/2020,9,3,11,33
17/04/2020,9,4,17,76
17/04/2020,9,5,11,114
17/04/2020,9,6,17,172
17/04/2020,9,7,18,246
17/04/2020,9,8,19,210
17/04/2020,9,9,20,327
17/04/2020,9,10,18,279
17/04/2020,9,11,18,376
17/04/2020,9,12,35,243
17/04/2020,10,1,21,31
17/04/2020,10,2,9,5
17/04/2020,10,3,10,15
17/04/2020,10,4,7,27
17/04/2020,10,5,7,63
17/04/2020,10,6,8,44
17/04/2020,10,7,8,46
17/04/2020,10,8,8,44
17/04/2020,10,9,9,51
17/04/2020,10,10,9,36
17/04/2020,10,11,9,41
17/04/2020,10,12,20,118
17/04/2020,11,1,55,291
17/04/2020,11,2,49,396
17/04/2020,11,3,46,342
17/04/2020,11,4,45,299
17/04/2020,11,5,47,306
17/04/2020,11,6,46,317
17/04/2020,11,7,49,163
17/04/2020,11,8,54,144
17/04/2020,11,9,54,108
17/04/2020,11,10,55,257
17/04/2020,11,11,55,358
17/04/2020,11,12,30,421
17/04/2020,12,1,48,378
17/04/2020,12,2,49,385
17/04/2020,12,3,47,373
17/04/2020,12,4,51,329
17/04/2020,12,5,48,324
17/04/2020,12,6,87,197
17/04/2020,12,7,6,48
17/04/2020,12,8,,59
17/04/2020,12,9,,41
17/04/2020,12,10,39,218
17/04/2020,12,11,57,387
17/04/2020,12,12,72,412
17/04/2020,13,1,54,284
17/04/2020,13,2,54,300
17/04/2020,13,3,55,309
17/04/2020,13,4,55,157
17/04/2020,13,5,55,153
17/04/2020,13,6,56,159
17/04/2020,13,7,145,408
17/04/2020,13,8,73,457
17/04/2020,13,9,56,380
17/04/2020,13,10,56,254
17/04/2020,13,11,56,336
17/04/2020,13,12,55,402
17/04/2020,14,1,66,344
17/04/2020,14,2,66,320
17/04/2020,14,3,66,185
17/04/2020,14,4,56,130
17/04/2020,14,5,56,246
17/04/2020,14,6,56,184
17/04/2020,14,7,56,88
17/04/2020,14,8,56,104
17/04/2020,14,9,56,323
17/04/2020,14,10,61,321
17/04/2020,14,11,83,281
17/04/2020,14,12,93,535
17/04/2020,15,1,95,600
17/04/2020,15,2,77,534
17/04/2020,15,3,91,655
17/04/2020,15,4,62,251
17/04/2020,15,5,35,34
17/04/2020,15,6,27,22
17/04/2020,15,7,97,287
17/04/2020,15,8,65,302
17/04/2020,15,9,50,24
17/04/2020,15,10,118,97
17/04/2020,15,11,119,40
17/04/2020,15,12,115,27
17/04/2020,16,1,208,47
17/04/2020,16,2,192,39
17/04/2020,16,3,191,29
17/04/2020,16,4,201,21
17/04/2020,16,5,207,20
17/04/2020,16,6,226,124
17/04/2020,16,7,275,25
17/04/2020,16,8,288,34
17/04/2020,16,9,301,40
17/04/2020,16,10,304,42
17/04/2020,16,11,307,42
17/04/2020,16,12,303,64
17/04/2020,17,1,274,100
17/04/2020,17,2,282,121
17/04/2020,17,3,293,131
17/04/2020,17,4,318,333
17/04/2020,17,5,299,141
17/04/2020,17,6,281,51
17/04/2020,17,7,299,41
17/04/2020,17,8,294,18
17/04/2020,17,9,276,17
17/04/2020,17,10,245,25
17/04/2020,17,11,244,23
17/04/2020,17,12,236,14
17/04/2020,18,1,237,5
17/04/2020,18,2,232,6
17/04/2020,18,3,234,4
17/04/2020,18,4,235,2
17/04/2020,18,5,242,
17/04/2020,18,6,252,
17/04/2020,18,7,276,
17/04/2020,18,8,264,
17/04/2020,18,9,268,
17/04/2020,18,10,290,
17/04/2020,18,11,299,
17/04/2020,18,12,292,
17/04/2020,19,1,278,
17/04/2020,19,2,239,
17/04/2020,19,3,267,
17/04/2020,19,4,271,
17/04/2020,19,5,275,
17/04/2020,19,6,271,
17/04/2020,19,7,271,
17/04/2020,19,8,299,
17/04/2020,19,9,291,
17/04/2020,19,10,251,
17/04/2020,19,11,256,
17/04/2020,19,12,246,
17/04/2020,20,1,184,
17/04/2020,20,2,190,
17/04/2020,20,3,152,
17/04/2020,20,4,173,
17/04/2020,20,5,148,
17/04/2020,20,6,146,
17/04/2020,20,7,142,
17/04/2020,20,8,105,
17/04/2020,20,9,98,
17/04/2020,20,10,106,
17/04/2020,20,11,99,
17/04/2020,20,12,88,
17/04/2020,21,1,40,
17/04/2020,21,2,57,
17/04/2020,21,3,67,
17/04/2020,21,4,72,
17/04/2020,21,5,89,
17/04/2020,21,6,88,
17/04/2020,21,7,82,
17/04/2020,21,8,101,
17/04/2020,21,9,91,
17/04/2020,21,10,110,
17/04/2020,21,11,101,
17/04/2020,21,12,81,
17/04/2020,22,1,31,
17/04/2020,22,2,45,
17/04/2020,22,3,9,
17/04/2020,22,6,7,
18/04/2020,7,8,,8
18/04/2020,7,10,,37
18/04/2020,7,11,,18
18/04/2020,7,12,,13
18/04/2020,8,1,99,19
18/04/2020,8,2,9,29
18/04/2020,8,3,,31
18/04/2020,8,4,,43
18/04/2020,8,5,,38
18/04/2020,8,6,,21
18/04/2020,8,7,,22
18/04/2020,8,8,,28
18/04/2020,8,9,,38
18/04/2020,8,10,,48
18/04/2020,8,11,,66
18/04/2020,8,12,,60
18/04/2020,9,1,,61
18/04/2020,9,2,,74
18/04/2020,9,3,,81
18/04/2020,9,4,,86
18/04/2020,9,5,,86
18/04/2020,9,6,,96
18/04/2020,9,7,,99
18/04/2020,9,8,,117
18/04/2020,9,9,,85
18/04/2020,9,10,,81
18/04/2020,9,11,,80
18/04/2020,9,12,,67
18/04/2020,10,1,,65
18/04/2020,10,2,,54
18/04/2020,10,3,,45
18/04/2020,10,4,,40
18/04/2020,10,5,,38
18/04/2020,10,6,,27
18/04/2020,10,7,,14
18/04/2020,10,8,,3
18/04/2020,10,9,,49
18/04/2020,10,10,,9
18/04/2020,10,11,,16
18/04/2020,10,12,,32
18/04/2020,11,1,,37
18/04/2020,11,2,,69
18/04/2020,11,3,,75
18/04/2020,11,4,,41
18/04/2020,11,5,,46
18/04/2020,11,6,,34
18/04/2020,11,7,,200
18/04/2020,11,8,,255
18/04/2020,11,9,,448
18/04/2020,11,10,,560
18/04/2020,11,11,,765
18/04/2020,11,12,,586
18/04/2020,12,1,,274
18/04/2020,12,2,,250
18/04/2020,12,3,,215
18/04/2020,12,4,,191
18/04/2020,12,5,,131
18/04/2020,12,6,,544
18/04/2020,12,7,,656
18/04/2020,12,8,,731
18/04/2020,12,9,,901
18/04/2020,12,10,,1143
18/04/2020,12,11,27,823
18/04/2020,12,12,64,675
18/04/2020,13,1,30,361
18/04/2020,13,2,12,418
18/04/2020,13,3,,227
18/04/2020,13,4,,236
18/04/2020,13,5,,189
18/04/2020,13,6,,198
18/04/2020,13,7,,88
18/04/2020,13,8,,62
18/04/2020,13,9,,129
18/04/2020,13,10,14,177
18/04/2020,13,11,27,354
18/04/2020,13,12,39,405
18/04/2020,14,1,3,79
18/04/2020,14,2,,115
18/04/2020,14,3,,72
18/04/2020,14,4,,92
18/04/2020,14,5,60,438
18/04/2020,14,6,71,328
18/04/2020,14,7,11,86
18/04/2020,14,8,,112
18/04/2020,14,9,,103
18/04/2020,14,10,,93
18/04/2020,14,11,,73
18/04/2020,14,12,56,364
18/04/2020,15,1,77,1290
18/04/2020,15,2,85,1414
18/04/2020,15,3,78,1195
18/04/2020,15,4,60,957
18/04/2020,15,5,24,786
18/04/2020,15,6,31,579
18/04/2020,15,7,39,1011
18/04/2020,15,8,71,1255
18/04/2020,15,9,87,1209
18/04/2020,15,10,84,1155
18/04/2020,15,11,85,875
18/04/2020,15,12,84,965
18/04/2020,16,1,83,1362
18/04/2020,16,2,82,1173
18/04/2020,16,3,82,1021
18/04/2020,16,4,80,1157
18/04/2020,16,5,83,1300
18/04/2020,16,6,86,961
18/04/2020,16,7,87,875
18/04/2020,16,8,87,712
18/04/2020,16,9,89,592
18/04/2020,16,10,71,644
18/04/2020,16,11,46,510
18/04/2020,16,12,28,587
18/04/2020,17,1,17,147
18/04/2020,17,2,65,309
18/04/2020,17,3,21,261
18/04/2020,17,4,52,331
18/04/2020,17,5,76,412
18/04/2020,17,6,52,350
18/04/2020,17,7,41,427
18/04/2020,17,8,25,360
18/04/2020,17,9,15,132
18/04/2020,17,10,15,110
18/04/2020,17,11,,96
18/04/2020,17,12,14,102
18/04/2020,18,1,,64
18/04/2020,18,2,3,79
18/04/2020,18,3,2,68
18/04/2020,18,4,,16
18/04/2020,18,5,,7
18/04/2020,18,6,,8
18/04/2020,18,7,,7
18/04/2020,18,8,,4
18/04/2020,18,9,,2
19/04/2020,7,6,,4
19/04/2020,7,8,,14
19/04/2020,7,9,,3
19/04/2020,7,11,,8
19/04/2020,7,12,,12
19/04/2020,8,1,,14
19/04/2020,8,3,,24
19/04/2020,8,4,,25
19/04/2020,8,5,,35
19/04/2020,8,8,8,80
19/04/2020,8,9,7,307
19/04/2020,8,10,28,601
19/04/2020,8,11,30,1052
19/04/2020,8,12,28,1069
19/04/2020,9,1,28,1191
19/04/2020,9,2,7,596
19/04/2020,9,3,14,694
19/04/2020,9,4,17,759
19/04/2020,9,5,31,988
19/04/2020,9,6,30,1198
19/04/2020,9,7,12,1288
19/04/2020,9,8,25,1496
19/04/2020,9,9,23,1699
19/04/2020,9,10,22,2186
19/04/2020,9,11,25,2156
19/04/2020,9,12,21,2399
19/04/2020,10,1,43,2376
19/04/2020,10,2,22,2271
19/04/2020,10,3,58,2477
19/04/2020,10,4,62,2803
19/04/2020,10,5,62,3037
19/04/2020,10,6,64,3092
19/04/2020,10,7,61,3042
19/04/2020,10,8,62,2815
19/04/2020,10,9,59,2848
19/04/2020,10,10,57,2790
19/04/2020,10,11,53,2819
19/04/2020,10,12,54,2604
19/04/2020,11,1,44,2496
19/04/2020,11,2,38,2296
19/04/2020,11,3,6,2182
19/04/2020,11,4,6,1882
19/04/2020,11,5,8,1987
19/04/2020,11,6,6,1945
19/04/2020,11,7,5,1832
19/04/2020,11,8,7,1880
19/04/2020,11,9,5,1947
19/04/2020,11,10,4,1874
19/04/2020,11,11,5,1942
19/04/2020,11,12,4,1914
19/04/2020,12,1,4,1901
19/04/2020,12,2,7,1877
19/04/2020,12,3,7,1951
19/04/2020,12,4,8,2182
19/04/2020,12,5,42,2210
19/04/2020,12,6,6,2154
19/04/2020,12,7,4,2203
19/04/2020,12,8,5,2219
19/04/2020,12,9,17,2283
19/04/2020,12,10,50,2622
19/04/2020,12,11,49,2804
19/04/2020,12,12,51,2798
19/04/2020,13,1,58,2592
19/04/2020,13,2,57,2260
19/04/2020,13,3,57,2213
19/04/2020,13,4,20,2169
19/04/2020,13,5,45,2189
19/04/2020,13,6,20,2132
19/04/2020,13,7,8,1875
19/04/2020,13,8,8,2025
19/04/2020,13,9,8,2135
19/04/2020,13,10,9,2066
19/04/2020,13,11,37,2358
19/04/2020,13,12,48,2584
19/04/2020,14,1,25,2340
19/04/2020,14,2,33,2236
19/04/2020,14,3,33,2554
19/04/2020,14,4,52,2692
19/04/2020,14,5,50,2764
19/04/2020,14,6,47,2906
19/04/2020,14,7,43,2852
19/04/2020,14,8,34,3081
19/04/2020,14,9,38,2699
19/04/2020,14,10,42,2905
19/04/2020,14,11,44,3045
19/04/2020,14,12,86,3238
19/04/2020,15,1,37,3185
19/04/2020,15,2,28,3108
19/04/2020,15,3,85,3311
19/04/2020,15,4,41,3236
19/04/2020,15,5,89,3248
19/04/2020,15,6,45,3154
19/04/2020,15,7,41,3065
19/04/2020,15,8,47,3042
19/04/2020,15,9,46,3053
19/04/2020,15,10,48,3069
19/04/2020,15,11,54,3240
19/04/2020,15,12,57,3254
19/04/2020,16,1,102,3576
19/04/2020,16,2,58,3405
19/04/2020,16,3,58,3269
19/04/2020,16,4,114,3278
19/04/2020,16,5,59,3161
19/04/2020,16,6,59,3168
19/04/2020,16,7,59,3005
19/04/2020,16,8,58,3290
19/04/2020,16,9,53,3130
19/04/2020,16,10,59,2884
19/04/2020,16,11,58,2586
19/04/2020,16,12,51,2873
19/04/2020,17,1,62,2904
19/04/2020,17,2,53,2763
19/04/2020,17,3,103,2847
19/04/2020,17,4,141,3071
19/04/2020,17,5,137,3317
19/04/2020,17,6,135,3120
19/04/2020,17,7,56,2265
19/04/2020,17,8,57,2268
19/04/2020,17,9,43,1912
19/04/2020,17,10,46,1879
19/04/2020,17,11,12,1653
19/04/2020,17,12,12,1613
19/04/2020,18,1,19,2559
19/04/2020,18,2,22,2404
19/04/2020,18,3,22,2139
19/04/2020,18,4,23,1752
19/04/2020,18,5,22,1545
19/04/2020,18,6,12,1162
19/04/2020,18,7,,777
19/04/2020,18,8,,433
19/04/2020,18,9,,385
19/04/2020,18,10,,147
19/04/2020,18,11,,138
19/04/2020,18,12,,112
19/04/2020,19,1,,87
19/04/2020,19,2,,33
19/04/2020,19,3,,16
19/04/2020,19,4,,8
20/04/2020,5,11,9,
20/04/2020,5,12,92,
20/04/2020,7,1,98,
20/04/2020,7,2,20,
20/04/2020,7,6,,4
20/04/2020,7,7,,14
20/04/2020,7,10,,2
20/04/2020,7,11,,6
20/04/2020,7,12,,12
20/04/2020,8,12,73,730
20/04/2020,9,1,,800
20/04/2020,9,2,,685
20/04/2020,9,3,,719
20/04/2020,9,4,,893
20/04/2020,9,5,,921
20/04/2020,9,6,145,782
20/04/2020,9,7,,794
20/04/2020,9,8,,645
20/04/2020,9,9,,751
20/04/2020,9,10,,733
20/04/2020,9,11,,822
20/04/2020,9,12,,845
20/04/2020,10,1,33,928
20/04/2020,10,2,54,998
20/04/2020,10,3,70,987
20/04/2020,10,4,99,971
20/04/2020,10,5,86,972
20/04/2020,10,6,49,976
20/04/2020,10,7,,1095
20/04/2020,10,8,12,991
20/04/2020,10,9,102,1025
20/04/2020,10,10,52,1177
20/04/2020,10,11,53,1025
20/04/2020,10,12,62,1093
20/04/2020,11,1,49,1057
20/04/2020,11,2,50,1132
20/04/2020,11,3,51,1098
20/04/2020,11,4,51,1208
20/04/2020,11,5,51,1179
20/04/2020,11,6,47,1305
20/04/2020,11,7,52,1302
20/04/2020,11,8,49,1369
20/04/2020,11,9,50,1399
20/04/2020,11,10,53,1334
20/04/2020,11,11,56,1248
20/04/2020,11,12,54,1135
20/04/2020,12,1,55,945
20/04/2020,12,2,54,800
20/04/2020,12,3,55,1123
20/04/2020,12,4,55,1158
20/04/2020,12,5,56,1015
20/04/2020,12,6,55,993
20/04/2020,12,7,20,1074
20/04/2020,12,8,1,1094
20/04/2020,12,9,,1236
20/04/2020,12,10,,1106
20/04/2020,12,11,,1284
20/04/2020,12,12,,1298
20/04/2020,13,1,,1197
20/04/2020,13,2,,1233
20/04/2020,13,3,,1542
20/04/2020,13,4,11,1615
20/04/2020,13,5,10,1964
20/04/2020,13,6,12,2290
20/04/2020,13,7,12,1957
20/04/2020,13,8,13,2090
20/04/2020,13,9,8,1919
20/04/2020,13,10,45,2721
20/04/2020,13,11,12,2574
20/04/2020,13,12,11,2217
20/04/2020,14,1,22,1951
20/04/2020,14,2,,1290
20/04/2020,14,3,2,1145
20/04/2020,14,4,14,837
20/04/2020,14,5,27,767
20/04/2020,14,6,31,785
20/04/2020,14,7,11,1217
20/04/2020,14,8,9,916
20/04/2020,14,9,9,1210
20/04/2020,14,10,9,1230
20/04/2020,14,11,14,1539
20/04/2020,14,12,31,1810
20/04/2020,15,1,,1610
20/04/2020,15,2,,1626
20/04/2020,15,3,,1727
20/04/2020,15,4,,1528
20/04/2020,15,5,,1587
20/04/2020,15,6,,1345
20/04/2020,15,7,,1272
20/04/2020,15,8,11,1607
20/04/2020,15,9,11,1644
20/04/2020,15,10,11,1549
20/04/2020,15,11,11,1593
20/04/2020,15,12,,1469
20/04/2020,16,1,248,1730
20/04/2020,16,2,30,1918
20/04/2020,16,3,11,1869
20/04/2020,16,4,11,1821
20/04/2020,16,5,12,1875
20/04/2020,16,6,12,1830
20/04/2020,16,7,12,1641
20/04/2020,16,8,10,1670
20/04/2020,16,9,10,1554
20/04/2020,16,10,10,1578
20/04/2020,16,11,10,1574
20/04/2020,16,12,11,1601
20/04/2020,17,1,,679
20/04/2020,17,2,12,856
20/04/2020,17,3,46,1050
20/04/2020,17,4,38,887
20/04/2020,17,5,4,399
20/04/2020,17,6,,52
20/04/2020,17,7,24,1350
20/04/2020,17,8,23,1312
20/04/2020,17,9,23,1112
20/04/2020,17,10,12,470
20/04/2020,17,11,,138
20/04/2020,17,12,12,187
20/04/2020,18,1,,293
20/04/2020,18,2,,129
20/04/2020,18,3,,104
20/04/2020,18,4,,7
20/04/2020,18,5,,9
20/04/2020,18,6,,11
20/04/2020,18,7,,2
20/04/2020,18,9,,1
21/04/2020,7,7,,12
21/04/2020,7,11,,4
21/04/2020,7,12,,9
21/04/2020,8,6,,8
21/04/2020,8,7,,7
21/04/2020,8,8,,18
21/04/2020,8,9,,17
21/04/2020,8,10,,131
21/04/2020,8,11,,179
21/04/2020,8,12,,266
21/04/2020,9,1,,21
21/04/2020,9,2,,17
21/04/2020,9,3,,49
21/04/2020,9,4,,94
21/04/2020,9,5,,147
21/04/2020,9,6,,211
21/04/2020,9,7,,521
21/04/2020,9,8,,513
21/04/2020,9,9,,525
21/04/2020,9,10,,300
21/04/2020,9,11,,341
21/04/2020,9,12,,391
21/04/2020,10,1,,816
21/04/2020,10,2,15,1105
21/04/2020,10,3,14,1083
21/04/2020,10,4,15,1074
21/04/2020,10,5,14,1198
21/04/2020,10,6,14,1300
21/04/2020,10,7,13,1446
21/04/2020,10,8,12,1733
21/04/2020,10,9,70,2146
21/04/2020,10,10,52,2344
21/04/2020,10,11,49,2327
21/04/2020,10,12,55,2327
21/04/2020,11,1,59,2359
21/04/2020,11,2,59,2267
21/04/2020,11,3,62,2358
21/04/2020,11,4,44,2434
21/04/2020,11,5,59,2630
21/04/2020,11,6,62,2668
21/04/2020,11,7,60,2910
21/04/2020,11,8,62,2947
21/04/2020,11,9,61,3132
21/04/2020,11,10,63,3276
21/04/2020,11,11,63,3223
21/04/2020,11,12,62,3265
21/04/2020,12,1,62,2938
21/04/2020,12,2,56,2793
21/04/2020,12,3,58,3027
21/04/2020,12,4,58,3221
21/04/2020,12,5,58,3271
21/04/2020,12,6,60,3272
21/04/2020,12,7,60,3283
21/04/2020,12,8,65,3291
21/04/2020,12,9,64,3304
21/04/2020,12,10,64,3228
21/04/2020,12,11,64,3197
21/04/2020,12,12,64,3203
21/04/2020,13,1,65,3425
21/04/2020,13,2,65,3496
21/04/2020,13,3,67,3492
21/04/2020,13,4,66,3179
21/04/2020,13,5,66,3064
21/04/2020,13,6,67,3161
21/04/2020,13,7,66,3355
21/04/2020,13,8,65,3337
21/04/2020,13,9,67,3384
21/04/2020,13,10,66,3223
21/04/2020,13,11,66,2981
21/04/2020,13,12,68,2908
21/04/2020,14,1,67,2678
21/04/2020,14,2,64,2693
21/04/2020,14,3,66,2744
21/04/2020,14,4,53,2583
21/04/2020,14,5,66,2599
21/04/2020,14,6,66,2568
21/04/2020,14,7,67,2735
21/04/2020,14,8,66,2660
21/04/2020,14,9,64,2877
21/04/2020,14,10,61,2608
21/04/2020,14,11,60,2469
21/04/2020,14,12,61,2634
21/04/2020,15,1,71,2700
21/04/2020,15,2,56,2403
21/04/2020,15,3,60,2391
21/04/2020,15,4,67,2320
21/04/2020,15,5,64,2351
21/04/2020,15,6,64,2335
21/04/2020,15,7,76,2644
21/04/2020,15,8,75,2624
21/04/2020,15,9,75,2378
21/04/2020,15,10,62,2420
21/04/2020,15,11,68,2119
21/04/2020,15,12,69,1883
21/04/2020,16,1,51,2222
21/04/2020,16,2,59,2277
21/04/2020,16,3,47,2093
21/04/2020,16,4,13,1839
21/04/2020,16,5,13,1543
21/04/2020,16,6,13,1179
21/04/2020,16,7,13,1245
21/04/2020,16,8,13,1289
21/04/2020,16,9,13,1290
21/04/2020,16,10,13,1475
21/04/2020,16,11,10,1199
21/04/2020,16,12,13,1231
21/04/2020,17,1,10,1217
21/04/2020,17,2,13,1541
21/04/2020,17,3,13,1699
21/04/2020,17,4,3,1584
21/04/2020,17,5,3,1469
21/04/2020,17,6,3,1466
21/04/2020,17,7,,817
21/04/2020,17,8,,667
21/04/2020,17,9,,341
21/04/2020,17,10,,843
21/04/2020,17,11,,666
21/04/2020,17,12,,616
21/04/2020,18,1,13,1088
21/04/2020,18,2,13,1248
21/04/2020,18,3,13,1061
21/04/2020,18,4,,857
21/04/2020,18,5,,514
21/04/2020,18,6,,246
21/04/2020,18,7,,212
21/04/2020,18,8,,92
21/04/2020,18,9,,51
21/04/2020,18,10,,37
21/04/2020,18,11,,24
21/04/2020,18,12,,24
21/04/2020,19,1,,34
21/04/2020,19,2,,42
21/04/2020,19,3,,30
21/04/2020,19,4,,15
22/04/2020,7,7,,13
22/04/2020,7,10,,1
22/04/2020,7,11,,2
22/04/2020,8,2,,11
22/04/2020,8,3,,46
22/04/2020,8,4,,59
22/04/2020,8,5,,64
22/04/2020,8,6,,71
22/04/2020,8,7,,70
22/04/2020,8,8,,79
22/04/2020,8,9,,203
22/04/2020,8,10,,169
22/04/2020,8,11,,313
22/04/2020,8,12,,502
22/04/2020,9,1,10,249
22/04/2020,9,2,,78
22/04/2020,9,3,,98
22/04/2020,9,4,,371
22/04/2020,9,5,,409
22/04/2020,9,6,,514
22/04/2020,9,7,,736
22/04/2020,9,8,,982
22/04/2020,9,9,6,1140
22/04/2020,9,10,7,1292
22/04/2020,9,11,7,1011
22/04/2020,9,12,7,1200
22/04/2020,10,1,7,1310
22/04/2020,10,2,10,1374
22/04/2020,10,3,9,1412
22/04/2020,10,4,10,1417
22/04/2020,10,5,9,1361
22/04/2020,10,6,7,1366
22/04/2020,10,7,7,1238
22/04/2020,10,8,7,1220
22/04/2020,10,9,7,1195
22/04/2020,10,10,6,1311
22/04/2020,10,11,6,1340
22/04/2020,10,12,6,1288
22/04/2020,11,1,6,1222
22/04/2020,11,2,4,1136
22/04/2020,11,3,6,1199
22/04/2020,11,4,8,1221
22/04/2020,11,5,7,1170
22/04/2020,11,6,,943
22/04/2020,11,7,,1066
22/04/2020,11,8,6,1397
22/04/2020,11,9,4,1492
22/04/2020,11,10,6,1603
22/04/2020,11,11,6,1735
22/04/2020,11,12,7,1803
22/04/2020,12,1,5,1836
22/04/2020,12,2,5,1759
22/04/2020,12,3,8,1706
22/04/2020,12,4,8,1495
22/04/2020,12,5,6,1479
22/04/2020,12,6,6,1422
22/04/2020,12,7,7,1481
22/04/2020,12,8,6,1491
22/04/2020,12,9,7,1471
22/04/2020,12,10,4,1375
22/04/2020,12,11,8,1365
22/04/2020,12,12,,1287
22/04/2020,13,1,5,1266
22/04/2020,13,2,,1192
22/04/2020,13,3,4,1354
22/04/2020,13,4,6,1245
22/04/2020,13,5,4,1256
22/04/2020,13,6,2,1276
22/04/2020,13,7,,1234
22/04/2020,13,8,,1267
22/04/2020,13,9,5,1311
22/04/2020,13,10,5,1376
22/04/2020,13,11,5,1284
22/04/2020,13,12,7,1317
22/04/2020,14,1,,1047
22/04/2020,14,2,,974
22/04/2020,14,3,,934
22/04/2020,14,4,,984
22/04/2020,14,5,,1016
22/04/2020,14,6,,1234
22/04/2020,14,7,,1083
22/04/2020,14,8,,1093
22/04/2020,14,9,,1087
22/04/2020,14,10,,939
22/04/2020,14,11,,927
22/04/2020,14,12,,862
22/04/2020,15,1,,744
22/04/2020,15,2,,783
22/04/2020,15,3,,903
22/04/2020,15,4,,1046
22/04/2020,15,5,,1159
22/04/2020,15,6,10,1300
22/04/2020,15,9,,1016
22/04/2020,15,10,,1097
22/04/2020,15,11,,1192
22/04/2020,15,12,2,1189
22/04/2020,16,1,16,1743
22/04/2020,16,2,14,1821
22/04/2020,16,3,14,1934
22/04/2020,16,4,14,1935
22/04/2020,16,5,15,1840
22/04/2020,16,6,26,1837
22/04/2020,16,7,23,1539
22/04/2020,16,8,33,1546
22/04/2020,16,9,35,1527
22/04/2020,16,10,18,1163
22/04/2020,16,11,33,1115
22/04/2020,16,12,29,905
22/04/2020,17,1,14,1071
22/04/2020,17,2,13,1218
22/04/2020,17,3,12,1331
22/04/2020,17,4,12,1505
22/04/2020,17,5,12,1371
22/04/2020,17,6,12,1234
22/04/2020,17,7,8,668
22/04/2020,17,8,,534
22/04/2020,17,9,,461
22/04/2020,17,10,,523
22/04/2020,17,11,,482
22/04/2020,17,12,,477
22/04/2020,18,1,,553
22/04/2020,18,2,,464
22/04/2020,18,3,,312
22/04/2020,18,4,,220
22/04/2020,18,5,,166
22/04/2020,18,6,,126
22/04/2020,18,7,,225
22/04/2020,18,8,,109
22/04/2020,18,9,,83
22/04/2020,18,10,,67
22/04/2020,18,11,,52
22/04/2020,18,12,,36
22/04/2020,19,1,,31
22/04/2020,19,2,,40
22/04/2020,19,3,,29
22/04/2020,19,4,,15
23/04/2020,7,10,,85
23/04/2020,8,9,,1
23/04/2020,8,10,,3
23/04/2020,8,11,,11
23/04/2020,8,12,,4
23/04/2020,9,1,,21
23/04/2020,9,2,,19
23/04/2020,9,3,,25
23/04/2020,9,4,,23
23/04/2020,9,5,,32
23/04/2020,9,6,,27
23/04/2020,9,7,,55
23/04/2020,9,8,,60
23/04/2020,9,9,,151
23/04/2020,9,10,,229
23/04/2020,9,11,,243
23/04/2020,9,12,,284
23/04/2020,10,1,,333
23/04/2020,10,2,,379
23/04/2020,10,3,,443
23/04/2020,10,4,,580
23/04/2020,10,5,,563
23/04/2020,10,6,,563
23/04/2020,10,7,,484
23/04/2020,10,8,,551
23/04/2020,10,9,,564
23/04/2020,10,10,,900
23/04/2020,10,11,,967
23/04/2020,10,12,,1006
23/04/2020,11,1,,797
23/04/2020,11,2,3,890
23/04/2020,11,3,,974
23/04/2020,11,4,,1137
23/04/2020,11,5,8,1262
23/04/2020,11,6,10,1364
23/04/2020,11,7,10,1325
23/04/2020,11,8,10,1406
23/04/2020,11,9,8,1454
23/04/2020,11,10,12,1461
23/04/2020,11,11,13,1426
23/04/2020,11,12,13,1323
23/04/2020,12,1,,1056
23/04/2020,12,2,3,1303
23/04/2020,12,3,,1295
23/04/2020,12,4,3,1104
23/04/2020,12,5,,979
23/04/2020,12,6,,791
23/04/2020,12,7,11,744
23/04/2020,12,8,11,693
23/04/2020,12,9,11,782
23/04/2020,12,10,,732
23/04/2020,12,11,,773
23/04/2020,12,12,,643
23/04/2020,13,1,,618
23/04/2020,13,2,,575
23/04/2020,13,3,,569
23/04/2020,13,4,,505
23/04/2020,13,5,,520
23/04/2020,13,6,,501
23/04/2020,13,7,,549
