Date,Hour,Interval,Wind Curtailment,Solar Curtailment
04/06/2020,14,11,,64
04/06/2020,14,12,,65
04/06/2020,15,1,,78
04/06/2020,15,2,,77
04/06/2020,15,3,,82
04/06/2020,15,4,,77
04/06/2020,15,5,,78
04/06/2020,15,6,,77
04/06/2020,15,7,,77
04/06/2020,15,8,,77
04/06/2020,15,9,,77
04/06/2020,15,10,,74
04/06/2020,15,11,,73
04/06/2020,15,12,,69
04/06/2020,16,1,,40
04/06/2020,16,2,,39
04/06/2020,16,3,,29
04/06/2020,16,4,,21
04/06/2020,16,5,,17
04/06/2020,16,6,,25
04/06/2020,16,7,,28
04/06/2020,16,8,,23
04/06/2020,16,9,,28
04/06/2020,16,10,,41
04/06/2020,16,11,,44
04/06/2020,16,12,,290
04/06/2020,17,1,,557
04/06/2020,17,2,,183
04/06/2020,17,3,,56
04/06/2020,17,4,,57
04/06/2020,17,5,,56
04/06/2020,17,6,,57
04/06/2020,17,7,,57
04/06/2020,17,8,,65
04/06/2020,17,9,,64
04/06/2020,17,10,,67
04/06/2020,17,11,,65
04/06/2020,17,12,,60
04/06/2020,18,1,,43
04/06/2020,18,2,,33
04/06/2020,18,3,,30
04/06/2020,18,4,,29
04/06/2020,18,5,,28
04/06/2020,18,6,,27
04/06/2020,18,7,,26
04/06/2020,18,8,,25
04/06/2020,18,9,,23
04/06/2020,18,10,,21
04/06/2020,18,11,,18
04/06/2020,18,12,,13
04/06/2020,19,1,,26
04/06/2020,19,2,23,23
04/06/2020,19,3,28,20
04/06/2020,19,4,36,16
04/06/2020,19,5,,11
04/06/2020,19,6,,8
04/06/2020,19,7,,7
04/06/2020,19,8,,5
04/06/2020,19,9,,2
05/06/2020,7,8,,3
05/06/2020,7,9,,18
05/06/2020,7,10,,11
05/06/2020,8,6,,6
05/06/2020,8,8,,6
05/06/2020,8,10,,6
05/06/2020,8,11,,48
05/06/2020,8,12,,52
05/06/2020,9,1,,28
05/06/2020,9,2,,12
05/06/2020,9,3,,6
05/06/2020,9,4,,6
05/06/2020,9,5,,32
05/06/2020,9,6,,66
05/06/2020,9,7,,3
05/06/2020,9,8,,4
05/06/2020,9,9,,8
05/06/2020,9,10,,14
05/06/2020,9,11,,12
05/06/2020,9,12,,18
05/06/2020,10,1,,20
05/06/2020,10,2,,27
05/06/2020,10,3,,33
05/06/2020,10,4,,29
05/06/2020,10,5,,31
05/06/2020,10,6,,23
05/06/2020,10,7,,45
05/06/2020,10,8,,48
05/06/2020,10,9,,42
05/06/2020,10,10,,40
05/06/2020,10,11,,43
05/06/2020,10,12,,46
05/06/2020,11,1,,36
05/06/2020,11,2,,37
05/06/2020,11,3,,45
05/06/2020,11,4,,47
05/06/2020,11,5,,46
05/06/2020,11,6,,45
05/06/2020,11,7,,42
05/06/2020,11,8,,47
05/06/2020,11,9,,47
05/06/2020,11,10,,46
05/06/2020,11,11,,43
05/06/2020,11,12,,44
05/06/2020,12,1,,45
05/06/2020,12,2,,45
05/06/2020,12,3,,46
05/06/2020,12,4,,48
05/06/2020,12,5,,47
05/06/2020,12,6,,48
05/06/2020,12,7,,108
05/06/2020,12,8,,85
05/06/2020,12,9,,50
05/06/2020,12,10,,49
05/06/2020,12,11,,40
05/06/2020,12,12,,46
05/06/2020,13,1,,36
05/06/2020,13,2,,23
05/06/2020,13,3,,27
05/06/2020,13,4,,37
05/06/2020,13,5,,49
05/06/2020,13,6,,95
05/06/2020,13,7,,48
05/06/2020,13,8,,56
05/06/2020,13,9,,55
05/06/2020,13,10,,59
05/06/2020,13,11,,59
05/06/2020,13,12,,57
05/06/2020,14,1,,81
05/06/2020,14,2,,95
05/06/2020,14,3,,91
05/06/2020,14,4,,87
05/06/2020,14,5,,89
05/06/2020,14,6,,84
05/06/2020,14,7,,91
05/06/2020,14,8,,35
05/06/2020,14,9,,46
05/06/2020,14,10,,33
05/06/2020,14,11,,92
05/06/2020,14,12,,83
05/06/2020,15,1,,101
05/06/2020,15,2,,99
05/06/2020,15,3,,54
05/06/2020,15,4,,55
05/06/2020,15,5,,51
05/06/2020,15,6,,49
05/06/2020,15,7,,49
05/06/2020,15,8,,53
05/06/2020,15,9,,56
05/06/2020,15,10,,41
05/06/2020,15,11,,38
05/06/2020,15,12,,34
05/06/2020,16,1,,25
05/06/2020,16,2,,17
05/06/2020,16,3,,13
05/06/2020,16,4,,13
05/06/2020,16,5,,16
05/06/2020,16,6,,24
05/06/2020,16,7,,30
05/06/2020,16,8,,25
05/06/2020,16,9,,29
05/06/2020,16,10,,29
05/06/2020,16,11,,28
05/06/2020,16,12,,36
05/06/2020,17,1,,38
05/06/2020,17,2,,66
05/06/2020,17,3,,59
05/06/2020,17,4,26,182
05/06/2020,17,5,,28
05/06/2020,17,6,,26
05/06/2020,17,7,,32
05/06/2020,17,8,,49
05/06/2020,17,9,,52
05/06/2020,17,10,,52
05/06/2020,17,11,,52
05/06/2020,17,12,,52
05/06/2020,18,1,25,67
05/06/2020,18,2,33,265
05/06/2020,18,3,36,238
05/06/2020,18,4,29,116
05/06/2020,18,5,29,101
05/06/2020,18,6,29,104
05/06/2020,18,7,30,107
05/06/2020,18,8,30,111
05/06/2020,18,9,9,27
05/06/2020,18,10,,41
05/06/2020,18,11,,42
05/06/2020,18,12,,39
05/06/2020,19,1,,48
05/06/2020,19,2,,50
05/06/2020,19,3,,43
05/06/2020,19,4,,29
05/06/2020,19,5,,20
05/06/2020,19,6,,23
05/06/2020,19,7,,23
05/06/2020,19,8,,21
06/06/2020,1,4,90,
06/06/2020,1,5,88,
06/06/2020,1,6,81,
06/06/2020,5,10,3,
06/06/2020,6,12,,15
06/06/2020,7,5,,6
06/06/2020,7,9,,23
06/06/2020,7,10,,35
06/06/2020,7,11,,6
06/06/2020,7,12,22,96
06/06/2020,8,1,66,218
06/06/2020,8,2,61,408
06/06/2020,8,3,35,102
06/06/2020,8,4,55,288
06/06/2020,8,5,57,1341
06/06/2020,8,6,60,1115
06/06/2020,8,7,57,733
06/06/2020,8,8,55,952
06/06/2020,8,9,57,1334
06/06/2020,8,10,61,1581
06/06/2020,8,11,56,1335
06/06/2020,8,12,56,1389
06/06/2020,9,1,55,2447
06/06/2020,9,2,62,2719
06/06/2020,9,3,57,2766
06/06/2020,9,4,58,2752
06/06/2020,9,5,60,2860
06/06/2020,9,6,57,2912
06/06/2020,9,7,57,2938
06/06/2020,9,8,96,3118
06/06/2020,9,9,111,3169
06/06/2020,9,10,132,3189
06/06/2020,9,11,202,3361
06/06/2020,9,12,197,3506
06/06/2020,10,1,205,3657
06/06/2020,10,2,368,3791
06/06/2020,10,3,200,3660
06/06/2020,10,4,198,3258
06/06/2020,10,5,204,3355
06/06/2020,10,6,248,3680
06/06/2020,10,7,241,3768
06/06/2020,10,8,258,3862
06/06/2020,10,9,424,3902
06/06/2020,10,10,409,4057
06/06/2020,10,11,396,4059
06/06/2020,10,12,392,4133
06/06/2020,11,1,317,3915
06/06/2020,11,2,344,3913
06/06/2020,11,3,244,3855
06/06/2020,11,4,241,3978
06/06/2020,11,5,382,4055
06/06/2020,11,6,406,4178
06/06/2020,11,7,390,4127
06/06/2020,11,8,402,4269
06/06/2020,11,9,472,4515
06/06/2020,11,10,433,4517
06/06/2020,11,11,466,4398
06/06/2020,11,12,487,4333
06/06/2020,12,1,480,4264
06/06/2020,12,2,497,4318
06/06/2020,12,3,514,4348
06/06/2020,12,4,541,4328
06/06/2020,12,5,495,4125
06/06/2020,12,6,518,4209
06/06/2020,12,7,323,4398
06/06/2020,12,8,296,4497
06/06/2020,12,9,396,4544
06/06/2020,12,10,299,4564
06/06/2020,12,11,438,4496
06/06/2020,12,12,371,4510
06/06/2020,13,1,406,4828
06/06/2020,13,2,468,4603
06/06/2020,13,3,297,4344
06/06/2020,13,4,287,4254
06/06/2020,13,5,291,4239
06/06/2020,13,6,305,4518
06/06/2020,13,7,307,4382
06/06/2020,13,8,312,4447
06/06/2020,13,9,350,4470
06/06/2020,13,10,384,4479
06/06/2020,13,11,308,4289
06/06/2020,13,12,481,4479
06/06/2020,14,1,426,4556
06/06/2020,14,2,407,4502
06/06/2020,14,3,403,4460
06/06/2020,14,4,404,4389
06/06/2020,14,5,404,4509
06/06/2020,14,6,393,4478
06/06/2020,14,7,329,4318
06/06/2020,14,8,298,4082
06/06/2020,14,9,249,3852
06/06/2020,14,10,279,3693
06/06/2020,14,11,261,3622
06/06/2020,14,12,230,3614
06/06/2020,15,1,341,3975
06/06/2020,15,2,249,3984
06/06/2020,15,3,249,3747
06/06/2020,15,4,291,3515
06/06/2020,15,5,297,3577
06/06/2020,15,6,297,3478
06/06/2020,15,7,250,3516
06/06/2020,15,8,250,3517
06/06/2020,15,9,183,3455
06/06/2020,15,10,111,3557
06/06/2020,15,11,109,3510
06/06/2020,15,12,85,3374
06/06/2020,16,1,67,3614
06/06/2020,16,2,60,3407
06/06/2020,16,3,60,3294
06/06/2020,16,4,60,3272
06/06/2020,16,5,60,3272
06/06/2020,16,6,59,3287
06/06/2020,16,7,59,3152
06/06/2020,16,8,61,3058
06/06/2020,16,9,61,2815
06/06/2020,16,10,61,2908
06/06/2020,16,11,61,3120
06/06/2020,16,12,62,2983
06/06/2020,17,1,61,2665
06/06/2020,17,2,61,2717
06/06/2020,17,3,61,2702
06/06/2020,17,4,61,2678
06/06/2020,17,5,60,2392
06/06/2020,17,6,62,2275
06/06/2020,17,7,61,2169
06/06/2020,17,8,51,1893
06/06/2020,17,9,51,1564
06/06/2020,17,10,50,1334
06/06/2020,17,11,60,1674
06/06/2020,17,12,61,1961
06/06/2020,18,1,62,2166
06/06/2020,18,2,62,2223
06/06/2020,18,3,62,2007
06/06/2020,18,4,62,1744
06/06/2020,18,5,62,1487
06/06/2020,18,6,62,1164
06/06/2020,18,7,55,1148
06/06/2020,18,8,51,935
06/06/2020,18,9,41,378
06/06/2020,18,10,41,113
06/06/2020,18,11,20,155
06/06/2020,18,12,22,214
06/06/2020,19,1,14,206
06/06/2020,19,2,18,87
06/06/2020,19,3,35,84
06/06/2020,19,4,46,171
06/06/2020,19,5,44,
06/06/2020,19,6,35,
06/06/2020,19,7,54,
06/06/2020,19,8,62,
06/06/2020,19,9,62,
06/06/2020,19,10,56,
06/06/2020,19,11,69,
06/06/2020,19,12,74,
06/06/2020,20,1,30,
06/06/2020,20,2,30,
06/06/2020,20,3,21,
06/06/2020,21,9,5,
06/06/2020,21,10,3,
07/06/2020,7,5,,5
07/06/2020,7,6,18,24
07/06/2020,7,7,31,186
07/06/2020,7,8,51,629
07/06/2020,7,9,51,973
07/06/2020,7,10,47,1159
07/06/2020,7,11,47,1375
07/06/2020,7,12,47,1638
07/06/2020,8,1,72,1720
07/06/2020,8,2,89,1895
07/06/2020,8,3,88,2230
07/06/2020,8,4,163,2465
07/06/2020,8,5,300,2999
07/06/2020,8,6,312,2965
07/06/2020,8,7,405,3510
07/06/2020,8,8,292,3767
07/06/2020,8,9,289,4006
07/06/2020,8,10,435,4196
07/06/2020,8,11,435,4410
07/06/2020,8,12,457,4623
07/06/2020,9,1,511,5151
07/06/2020,9,2,507,5248
07/06/2020,9,3,514,5307
07/06/2020,9,4,495,5436
07/06/2020,9,5,492,5514
07/06/2020,9,6,467,5590
07/06/2020,9,7,509,5695
07/06/2020,9,8,515,5800
07/06/2020,9,9,534,5814
07/06/2020,9,10,558,5792
07/06/2020,9,11,414,5678
07/06/2020,9,12,411,5627
07/06/2020,10,1,408,5482
07/06/2020,10,2,398,5487
07/06/2020,10,3,410,5645
07/06/2020,10,4,409,5923
07/06/2020,10,5,457,6088
07/06/2020,10,6,400,6011
07/06/2020,10,7,402,5815
07/06/2020,10,8,398,5777
07/06/2020,10,9,416,5816
07/06/2020,10,10,415,5862
07/06/2020,10,11,406,5913
07/06/2020,10,12,401,5992
07/06/2020,11,1,399,6049
07/06/2020,11,2,409,6348
07/06/2020,11,3,432,6464
07/06/2020,11,4,475,6518
07/06/2020,11,5,388,6488
07/06/2020,11,6,433,6191
07/06/2020,11,7,383,6293
07/06/2020,11,8,401,6288
07/06/2020,11,9,286,6147
07/06/2020,11,10,418,6195
07/06/2020,11,11,395,6217
07/06/2020,11,12,395,6236
07/06/2020,12,1,411,6275
07/06/2020,12,2,317,6251
07/06/2020,12,3,245,6201
07/06/2020,12,4,256,6170
07/06/2020,12,5,286,6246
07/06/2020,12,6,290,6255
07/06/2020,12,7,373,6263
07/06/2020,12,8,385,6292
07/06/2020,12,9,333,6256
07/06/2020,12,10,269,6161
07/06/2020,12,11,258,6091
07/06/2020,12,12,257,6022
07/06/2020,13,1,259,5951
07/06/2020,13,2,254,5780
07/06/2020,13,3,261,5701
07/06/2020,13,4,255,5674
07/06/2020,13,5,260,5290
07/06/2020,13,6,258,5174
07/06/2020,13,7,247,5197
07/06/2020,13,8,239,5152
07/06/2020,13,9,252,5106
07/06/2020,13,10,259,5316
07/06/2020,13,11,260,5379
07/06/2020,13,12,239,5283
07/06/2020,14,1,240,5111
07/06/2020,14,2,255,4667
07/06/2020,14,3,243,4577
07/06/2020,14,4,243,4635
07/06/2020,14,5,265,5127
07/06/2020,14,6,261,5312
07/06/2020,14,7,269,5348
07/06/2020,14,8,242,5432
07/06/2020,14,9,246,5409
07/06/2020,14,10,242,5470
07/06/2020,14,11,248,5620
07/06/2020,14,12,233,5682
07/06/2020,15,1,253,6013
07/06/2020,15,2,302,5847
07/06/2020,15,3,301,5622
07/06/2020,15,4,390,5655
07/06/2020,15,5,314,5439
07/06/2020,15,6,260,5213
07/06/2020,15,7,270,5055
07/06/2020,15,8,261,4976
07/06/2020,15,9,261,4660
07/06/2020,15,10,250,4427
07/06/2020,15,11,243,4613
07/06/2020,15,12,263,4851
07/06/2020,16,1,253,4700
07/06/2020,16,2,299,4966
07/06/2020,16,3,268,4738
07/06/2020,16,4,263,4409
07/06/2020,16,5,257,4128
07/06/2020,16,6,258,4092
07/06/2020,16,7,260,4021
07/06/2020,16,8,275,3962
07/06/2020,16,9,273,3886
07/06/2020,16,10,229,3574
07/06/2020,16,11,231,3416
07/06/2020,16,12,252,3496
07/06/2020,17,1,236,3626
07/06/2020,17,2,274,3649
07/06/2020,17,3,230,3445
07/06/2020,17,4,152,3339
07/06/2020,17,5,97,3336
07/06/2020,17,6,97,3325
07/06/2020,17,7,97,3145
07/06/2020,17,8,97,3124
07/06/2020,17,9,97,2773
07/06/2020,17,10,97,2417
07/06/2020,17,11,96,2472
07/06/2020,17,12,74,2757
07/06/2020,18,1,147,2612
07/06/2020,18,2,179,2626
07/06/2020,18,3,216,2656
07/06/2020,18,4,98,2510
07/06/2020,18,5,49,2454
07/06/2020,18,6,50,2005
07/06/2020,18,7,50,1872
07/06/2020,18,8,50,2014
07/06/2020,18,9,39,1557
07/06/2020,18,10,49,1324
07/06/2020,18,11,50,1216
07/06/2020,18,12,50,1499
07/06/2020,19,1,49,1875
07/06/2020,19,2,49,1357
07/06/2020,19,3,38,938
07/06/2020,19,4,38,543
07/06/2020,19,5,28,130
07/06/2020,19,6,6,34
07/06/2020,19,7,,15
07/06/2020,19,8,,6
07/06/2020,19,9,,3
07/06/2020,22,7,2,
08/06/2020,7,1,,2
08/06/2020,7,2,,3
08/06/2020,7,3,,3
08/06/2020,7,4,,3
08/06/2020,7,5,,6
08/06/2020,7,6,,10
08/06/2020,7,7,,6
08/06/2020,7,8,,7
08/06/2020,7,11,,15
08/06/2020,7,12,,18
08/06/2020,8,1,,19
08/06/2020,8,2,,22
08/06/2020,8,3,,25
08/06/2020,8,4,,27
08/06/2020,8,5,20,101
08/06/2020,8,6,23,204
08/06/2020,8,7,22,687
08/06/2020,8,8,20,1218
08/06/2020,8,9,20,1441
08/06/2020,8,10,25,1022
08/06/2020,8,11,20,1126
08/06/2020,8,12,19,1564
08/06/2020,9,1,19,1940
08/06/2020,9,2,37,1987
08/06/2020,9,3,24,1954
08/06/2020,9,4,24,1881
08/06/2020,9,5,26,2014
08/06/2020,9,6,40,2226
08/06/2020,9,7,53,1993
08/06/2020,9,8,55,2142
08/06/2020,9,9,60,2335
08/06/2020,9,10,56,2480
08/06/2020,9,11,58,2640
08/06/2020,9,12,47,2745
08/06/2020,10,1,42,2635
08/06/2020,10,2,49,2644
08/06/2020,10,3,34,2639
08/06/2020,10,4,43,2644
08/06/2020,10,5,22,2661
08/06/2020,10,6,43,2661
08/06/2020,10,7,90,2759
08/06/2020,10,8,103,2846
08/06/2020,10,9,100,2946
08/06/2020,10,10,113,2945
08/06/2020,10,11,119,3030
08/06/2020,10,12,100,3002
08/06/2020,11,1,104,2954
08/06/2020,11,2,127,2936
08/06/2020,11,3,121,3051
08/06/2020,11,4,123,2979
08/06/2020,11,5,131,2905
08/06/2020,11,6,134,2941
08/06/2020,11,7,144,2792
08/06/2020,11,8,140,2835
08/06/2020,11,9,72,2733
08/06/2020,11,10,31,2716
08/06/2020,11,11,24,2693
08/06/2020,11,12,33,2671
08/06/2020,12,1,25,2573
08/06/2020,12,2,23,2252
08/06/2020,12,3,14,2411
08/06/2020,12,4,13,2357
08/06/2020,12,5,14,2465
08/06/2020,12,6,12,2262
08/06/2020,12,7,14,2062
08/06/2020,12,8,11,1588
08/06/2020,12,9,11,1578
08/06/2020,12,10,12,1554
08/06/2020,12,11,14,2334
08/06/2020,12,12,12,2398
08/06/2020,13,1,13,2430
08/06/2020,13,2,14,2410
08/06/2020,13,3,14,1665
08/06/2020,13,4,17,1826
08/06/2020,13,5,15,2060
08/06/2020,13,6,14,2470
08/06/2020,13,7,15,2500
08/06/2020,13,8,14,2476
08/06/2020,13,9,15,2467
08/06/2020,13,10,16,2014
08/06/2020,13,11,14,1864
08/06/2020,13,12,13,1774
08/06/2020,14,1,13,2379
08/06/2020,14,2,11,2204
08/06/2020,14,3,11,2243
08/06/2020,14,4,12,2077
08/06/2020,14,5,11,1676
08/06/2020,14,6,11,1863
08/06/2020,14,7,11,1977
08/06/2020,14,8,10,1579
08/06/2020,14,9,10,1100
08/06/2020,14,10,10,970
08/06/2020,14,11,11,1262
08/06/2020,14,12,11,1358
08/06/2020,15,1,11,1324
08/06/2020,15,2,11,1303
08/06/2020,15,3,11,1388
08/06/2020,15,4,11,1735
08/06/2020,15,5,15,1280
08/06/2020,15,6,11,912
08/06/2020,15,9,12,1046
08/06/2020,15,10,13,611
08/06/2020,15,11,,361
08/06/2020,15,12,11,495
08/06/2020,16,1,11,1243
08/06/2020,16,2,11,1428
08/06/2020,16,3,11,1703
08/06/2020,16,4,3,1545
08/06/2020,16,5,3,1128
08/06/2020,16,6,3,867
08/06/2020,16,7,4,677
08/06/2020,16,8,4,941
08/06/2020,16,9,4,1117
08/06/2020,16,10,4,1096
08/06/2020,16,11,4,1166
08/06/2020,16,12,4,1082
08/06/2020,17,1,5,1629
08/06/2020,17,2,5,1885
08/06/2020,17,3,5,2055
08/06/2020,17,4,5,2110
08/06/2020,17,5,6,1814
08/06/2020,17,6,5,1448
08/06/2020,17,7,5,1059
08/06/2020,17,8,6,841
08/06/2020,17,9,6,1034
08/06/2020,17,10,6,1060
08/06/2020,17,11,6,671
08/06/2020,17,12,7,586
08/06/2020,18,1,7,1009
08/06/2020,18,2,7,1267
08/06/2020,18,3,7,985
08/06/2020,18,4,,1043
08/06/2020,18,5,8,786
08/06/2020,18,6,9,496
08/06/2020,18,7,42,301
08/06/2020,18,8,44,160
08/06/2020,18,9,34,77
08/06/2020,18,10,43,64
08/06/2020,18,11,,61
08/06/2020,18,12,,54
08/06/2020,19,1,,39
08/06/2020,19,2,,124
08/06/2020,19,3,,30
08/06/2020,19,4,,26
08/06/2020,19,5,,22
08/06/2020,19,6,,19
08/06/2020,19,7,,16
08/06/2020,19,8,,12
08/06/2020,19,9,,9
08/06/2020,19,10,,5
08/06/2020,19,11,,4
08/06/2020,20,6,,3
08/06/2020,20,7,,2
08/06/2020,20,8,,3
08/06/2020,20,9,,1
08/06/2020,21,1,2,
09/06/2020,7,4,,81
09/06/2020,7,9,,75
09/06/2020,7,10,,84
09/06/2020,7,11,,78
09/06/2020,7,12,,141
09/06/2020,8,1,,420
09/06/2020,8,2,,383
09/06/2020,8,3,,198
09/06/2020,8,4,,200
09/06/2020,8,5,,331
09/06/2020,8,6,,437
09/06/2020,8,7,,226
09/06/2020,8,8,,355
09/06/2020,8,9,,530
09/06/2020,8,10,,1310
09/06/2020,8,11,,1476
09/06/2020,8,12,,1512
09/06/2020,9,1,,1680
09/06/2020,9,2,,920
09/06/2020,9,3,,639
09/06/2020,9,4,,400
09/06/2020,9,5,,544
09/06/2020,9,6,,745
09/06/2020,9,7,,1172
09/06/2020,9,8,,1200
09/06/2020,9,9,,1225
09/06/2020,9,10,,1067
09/06/2020,9,11,,1122
09/06/2020,9,12,,1322
09/06/2020,10,1,,1506
09/06/2020,10,2,,1550
09/06/2020,10,3,,1577
09/06/2020,10,4,,1624
09/06/2020,10,5,,1598
09/06/2020,10,6,,1615
09/06/2020,10,7,,1385
09/06/2020,10,8,,1439
09/06/2020,10,9,,1486
09/06/2020,10,10,,1754
09/06/2020,10,11,,1680
09/06/2020,10,12,,1812
09/06/2020,11,1,,1671
09/06/2020,11,2,,1626
09/06/2020,11,3,,1601
09/06/2020,11,4,,1755
09/06/2020,11,5,,1744
09/06/2020,11,6,,1720
09/06/2020,11,7,,1769
09/06/2020,11,8,,1744
09/06/2020,11,9,,1735
09/06/2020,11,10,,1680
09/06/2020,11,11,,1640
09/06/2020,11,12,,1627
09/06/2020,12,1,,1372
09/06/2020,12,2,,1163
09/06/2020,12,3,,1043
09/06/2020,12,4,,789
09/06/2020,12,5,,962
09/06/2020,12,6,,1092
09/06/2020,12,7,,718
09/06/2020,12,8,,711
09/06/2020,12,9,,561
09/06/2020,12,10,,572
09/06/2020,12,11,,622
09/06/2020,12,12,,1073
09/06/2020,13,1,,1036
09/06/2020,13,2,,1062
09/06/2020,13,3,,967
09/06/2020,13,4,,913
09/06/2020,13,5,,615
09/06/2020,13,6,,523
09/06/2020,13,7,,378
09/06/2020,13,8,,339
09/06/2020,13,9,,350
09/06/2020,13,10,,388
09/06/2020,13,11,,398
09/06/2020,13,12,,423
09/06/2020,14,1,,519
09/06/2020,14,2,,516
09/06/2020,14,3,,501
09/06/2020,14,4,,495
09/06/2020,14,5,,465
09/06/2020,14,6,,445
09/06/2020,14,7,,339
09/06/2020,14,8,111,401
09/06/2020,14,9,107,471
09/06/2020,14,10,36,375
09/06/2020,14,11,2,296
09/06/2020,14,12,7,322
09/06/2020,15,1,,194
09/06/2020,15,2,,174
09/06/2020,15,3,,159
09/06/2020,15,4,25,234
09/06/2020,15,5,37,142
09/06/2020,15,6,26,140
09/06/2020,15,7,25,166
09/06/2020,15,8,30,232
09/06/2020,15,9,29,247
09/06/2020,15,10,59,530
09/06/2020,15,11,71,563
09/06/2020,15,12,57,504
09/06/2020,16,1,28,100
09/06/2020,16,2,24,157
09/06/2020,16,3,24,154
09/06/2020,16,4,79,549
09/06/2020,16,5,59,199
09/06/2020,16,6,,99
09/06/2020,16,7,8,85
09/06/2020,16,8,24,79
09/06/2020,16,9,21,180
09/06/2020,16,10,11,103
09/06/2020,16,11,11,94
09/06/2020,16,12,11,83
09/06/2020,17,2,16,141
09/06/2020,17,3,,132
09/06/2020,17,4,29,494
09/06/2020,17,5,18,248
09/06/2020,17,6,18,247
09/06/2020,17,7,15,251
09/06/2020,17,8,15,184
09/06/2020,17,9,15,254
09/06/2020,17,10,13,253
09/06/2020,17,11,4,158
09/06/2020,17,12,8,146
09/06/2020,18,1,,118
09/06/2020,18,2,12,183
09/06/2020,18,3,12,97
09/06/2020,18,4,2,106
09/06/2020,18,5,12,100
09/06/2020,18,6,12,95
09/06/2020,18,7,11,191
09/06/2020,18,8,11,107
09/06/2020,18,9,11,82
09/06/2020,18,10,9,118
09/06/2020,18,11,8,156
09/06/2020,18,12,14,153
09/06/2020,19,1,13,45
09/06/2020,19,2,13,90
09/06/2020,19,3,13,84
09/06/2020,19,4,13,32
09/06/2020,19,5,11,22
09/06/2020,19,6,11,19
09/06/2020,19,7,6,14
09/06/2020,19,8,6,11
09/06/2020,19,9,6,9
09/06/2020,19,10,7,6
09/06/2020,19,11,3,3
09/06/2020,20,1,4,15
09/06/2020,20,2,9,11
09/06/2020,20,3,8,18
09/06/2020,20,4,6,6
09/06/2020,20,7,4,
09/06/2020,20,9,6,
09/06/2020,20,10,6,
09/06/2020,20,12,5,
09/06/2020,21,1,5,
09/06/2020,21,2,5,
10/06/2020,1,3,11,
10/06/2020,1,4,13,
10/06/2020,1,5,14,
10/06/2020,1,6,10,
10/06/2020,1,7,14,
10/06/2020,1,8,18,
10/06/2020,1,9,6,
10/06/2020,1,10,6,
10/06/2020,7,7,,9
10/06/2020,7,9,,16
10/06/2020,7,10,,6
10/06/2020,7,11,,30
10/06/2020,7,12,,19
10/06/2020,8,1,,42
10/06/2020,8,2,,27
10/06/2020,8,3,,41
10/06/2020,8,4,,32
10/06/2020,8,5,,51
10/06/2020,8,6,,67
10/06/2020,8,7,,79
10/06/2020,8,8,,101
10/06/2020,8,9,,163
10/06/2020,8,10,,117
10/06/2020,8,11,,137
10/06/2020,8,12,,138
10/06/2020,9,1,,129
10/06/2020,9,2,,119
10/06/2020,9,3,,112
10/06/2020,9,4,,102
10/06/2020,9,5,,92
10/06/2020,9,6,,83
10/06/2020,9,7,,74
10/06/2020,9,8,,116
10/06/2020,9,9,,170
10/06/2020,9,10,,86
10/06/2020,9,11,,72
10/06/2020,9,12,,135
10/06/2020,10,1,,102
10/06/2020,10,2,,75
10/06/2020,10,3,,82
10/06/2020,10,4,,74
10/06/2020,10,5,,100
10/06/2020,10,6,,70
10/06/2020,10,7,,69
10/06/2020,10,8,,72
10/06/2020,10,9,,74
10/06/2020,10,10,,74
10/06/2020,10,11,,77
10/06/2020,10,12,,80
10/06/2020,11,1,,62
10/06/2020,11,2,,62
10/06/2020,11,3,,61
10/06/2020,11,4,,61
10/06/2020,11,5,,61
10/06/2020,11,6,,61
10/06/2020,11,7,,61
10/06/2020,11,8,,61
10/06/2020,11,9,,61
10/06/2020,11,10,,61
10/06/2020,11,11,,61
10/06/2020,11,12,,71
10/06/2020,12,1,,100
10/06/2020,12,2,,100
10/06/2020,12,3,,96
10/06/2020,12,4,,185
10/06/2020,12,5,,181
10/06/2020,12,6,,185
10/06/2020,12,7,,162
10/06/2020,12,8,,101
10/06/2020,12,9,,105
10/06/2020,12,10,,105
10/06/2020,12,11,,122
10/06/2020,12,12,,122
10/06/2020,13,1,,114
10/06/2020,13,2,,132
10/06/2020,13,3,,135
10/06/2020,13,4,,84
10/06/2020,13,5,,85
10/06/2020,13,6,,86
10/06/2020,13,7,,86
10/06/2020,13,8,1,87
10/06/2020,13,9,,86
10/06/2020,13,10,2,85
10/06/2020,13,11,,85
10/06/2020,13,12,1,83
10/06/2020,14,1,,231
10/06/2020,14,2,1,273
10/06/2020,14,3,13,350
10/06/2020,14,4,3,916
10/06/2020,14,5,3,575
10/06/2020,14,6,5,486
10/06/2020,14,7,7,580
10/06/2020,14,8,3,546
10/06/2020,14,9,2,402
10/06/2020,14,10,1,196
10/06/2020,14,11,7,281
10/06/2020,14,12,,345
10/06/2020,15,1,8,265
10/06/2020,15,2,7,390
10/06/2020,15,3,,320
10/06/2020,15,4,5,567
10/06/2020,15,5,11,542
10/06/2020,15,6,11,410
10/06/2020,15,7,,221
10/06/2020,15,8,,222
10/06/2020,15,9,,211
10/06/2020,15,10,,208
10/06/2020,15,11,,207
10/06/2020,15,12,,192
10/06/2020,16,1,,56
10/06/2020,16,2,,51
10/06/2020,16,3,,51
10/06/2020,16,4,2,40
10/06/2020,16,5,,42
10/06/2020,16,6,,43
10/06/2020,16,7,,49
